community,country,text,labels
homeless,ng,"George Okoh in Makurdi Benue State Governor , Samuel Ortom , has called on the federal government to urgently intervene in the problem of flooding which has rendered many residents of Makurdi , the state capital , homeless . Ortom who inspected flooded areas in the town yesterday described the problem as overwhelming .",0
women,hk,"At least 29 people , including 12 foreigners , were killed in an al-Qaeda attack on a top hotel in Burkina Faso , an unprecedented strike in the capital illustrating the expanding reach of regional jihadists.The hours-long drama saw Burkinabe troops , backed by French special forces , battle militants including two women who stormed the four-star Splendid Hotel , which is popular with foreigners a ...",0
immigrant,ie,"""Ian Penny , prosecuting , said : """" Without a large number of Filipino carers the care system would fail . She was part of the picture and wanted to stay with her sister . She overstayed and became an illegal immigrant .""",0
in-need,gb,"It is absolutely critical that the millions of dollars committed to relief efforts in Nepal reach those who need it most and are not diverted or misused by those in power . Even though corruption is a risk , it is never a reason to turn away from people in need after a disaster has hit their country .",0
homeless,ph,"The city government has so much money but it does not provide housing for its homeless people . Quezon City is still the squatter capital of the Philippines . The city government is overbuilding the Quezon City Park because it has too much money to spend . Why not use that money to establish more parks ? For a city as big as Quezon City , it should have a park like Manila 's Luneta or New York 's Central Park . It should be able to keep the city neat and clean . It should be able to give its taxpayers more benefits .",0
homeless,in,"The trial court had ordered the Britishers to pay a compensation of 20,000 UK pounds each while also imposing a fine of Rs 15,000 on William D'souza , the Indian manager at the shelters-for-homeless run by the convicts at three places in Mumbai .",0
disabled,ie,""""""" Two disabled companions ca n't use the same bus . We could use the Dart but we had to give 24 hours ' notice because some stations are unmanned and you need a ramp to get in and out of the train . """"""",0
refugee,nz,""""""" More than 300,000 people are in refugee settlements and the money we raise is going towards setting up child friendly zones in the camps , """" Max said .""",0
migrant,in,"Capital : Thimphu only city in the world with no traffic lights ! , Currency : Indian rupee , Bhutanese Ngultrum ( The Ngultrum is currently pegged to the Indian rupee at parity . ) , Language : French ( official ) , Malagasy ( official ) , English , Religion : Lamaistic Buddhist 75.3 per cent , Indian and Nepalese influenced Hinduism 22.1 , other 2.6 ( 2005 est . ) Ethnic groups : Ngalop ( also known as Bhote ) 50 per cent , ethnic Nepalese 35 ( includes Lhotsampas , one of several Nepalese ethnic groups ) , indigenous or migrant tribes 15 per cent",0
hopeless,lk,"Another pathetic batting performance from SL again . Firstly , Matthews should just be dropped or he should retire . Such a let down been a senior player and his performance has deteriorated over last few years . Secondly , how Samaraweera became the batting coach is questionable when he was a hopeless batsman . SL is not at all WC competitive and far behind expectations .",0
homeless,gh,"Team Ghana are among 42 nations taking part in this year 's street soccer -- style tournament for homeless men , women and youth , which kicked off October 19 with the finals taking place on Sunday , October 26 .",0
women,sg,"Further , regardless of self-perceived social status , both men and women were found to use a higher pitch while answering to people they think are dominant , prestigious and have a higher social status .",0
poor-families,my,""""""" The collection from the golden chariot procession will be used to provide education aid to students , especially those from poor families , while the collection from the temple will be used for future projects and community development , """" he said .""",0
in-need,sg,"Yet the report of discord is still an unusual one for what 's been the NBA 's steadiest organization over the past two decades . Wojnarowski and Wright did not report that the Spurs or Leonard are seeking to part ways , but said the relationship is in need of repair .",0
homeless,au,Staff of Chicago 's Department of Family and Support Services spent the day patrolling areas where the homeless are known to congregate .,0
hopeless,hk,"But passengers heading to Hong Kong on Cathay Pacific 's three daily flights from New York complained about the lack of information from the airline on the status of their flights , watching hopelessly as other international flights from airlines such as British Airways and Qantas successfully took off from JFK 's Terminal 7 after the airport reopened .",0
migrant,za,"On 9 June , the Aquarius , a ship carrying 629 refugees rescued in the Mediterranean , was refused the right to dock in Italy . This is part of a wholesale attack launched by Salvini on humanitarian rescue ships operated by NGOs . Since then , other NGO ships have been refused entry . In a shocking move -- and in clear violation of international and national laws -- the Italian coast guard is now unwilling to intervene when called for help to rescue immigrants and refugees at risk of drowning in Libyan waters .",0
hopeless,gb,""""""" At that point the man questioning me took off his mask . Now , I began to feel frightened : if he was willing to show his face to me , I thought for the first time that I was n't going to get out alive . There was a tremendous feeling of hopelessness , but I knew I must fight against it . """" <h> In pictures : Syria conflict <h> In pictures : Syria conflict <h> 1/32 Syria crisis""",0
poor-families,ke,Local leaders led by area Member of County Assembly ( MCA ) Cantona Mwadena visited the affected families and condemned the act saying it was sad to see such inhuman act being done to poor families .,1
poor-families,my,Ann 's Cottage has cared for disabled children from poor families -- some who were only there during the day while others stayed there .,0
disabled,za,"During the disruption , cellphone signals and television coverage from the House was disabled , thus preventing journalists from reporting events .",0
migrant,gh,"FE : There have been international concerns about the issue of illegal immigrants , drug trafficking , terrorism and its financing . How will Germany and Ghana work together to stop this development ?",0
hopeless,ph,"But the situation is not hopeless . We need to pull our resources together -- government , the private sector and citizens -- to make sure that our communities are ready to respond to natural and even manmade hazards .",0
immigrant,au,"On the contrary , I think your conscience speaks to you when you make insulting and hate filled comments about another human being and when you are called out for it , you then blame the messenger . If you believe that your jobs are being taken by immigrants then debate it but rationally . Guess what people might listen to you . <h> the yank :",0
migrant,za,"""The study also states this harsh fact : """" Globally , South Africa is still the country most opposed to immigration , where nearly 80 percent of citizens either support prohibition on the entry of migrants , or would like to place strict limits on it . """"""",0
immigrant,ph,"But Democrats said the move will lead to the undercounting of legal immigrants , distorting the US electoral balance .",0
hopeless,nz,"Grant Ryan Grant is a hopelessly addicted inventor . He has founded a number of companies including GlobalBrain.net ( sold to NBCi ) , Real Contacts ( sold to Intel ) , SLI Systems ( listed NZX ) and Eurekster , YikeBike and Pure Pods . He is now having fun trying to help make NZ predator free with The Cacophony Project . He has also served on the board of the New Zealand Government 's $140 million Venture Investment Fund , $430 million Foundation for Research Science and Technology . Grant has a degree in Mechanical Engineering and a PhD in Ecological Economics from the University of Canterbury .",0
poor-families,ca,"""None of that backstory was known immediately after her death because Reverend Swale wanted the gift to remain a secret . When builders finished the Church of the Holy Trinity in 1847 , writes Eric Arthur in No Mean City , """" Strachan published a notice inviting ' the poor families of the United Church of England and Ireland to make the church their own ' and another announcing the opening for service of the ' Parochial Church of the Poor of Toronto . ' """"""",0
poor-families,sg,"The police arrested Mohammed Siddique , the chief accused , along with 9 others , for luring children from poor families and converting them to Islam , without changing their Hindu names .",0
homeless,sg,"The initiative sees Uber teaming up with local dog shelter SOSD and pet food brand Purina Pro Plan to raise awareness of homeless dogs in Singapore . While the service is free , Uber said those who opt for the service are encouraged to make a donation to SOSD . All puppies offered in the service are also up for adoption . <h> Jeshi , Soby , Tate , Sofy will be out on loan for a cuddle on Friday . ( Photos : SOSD )",0
vulnerable,sg,"NParks , the Singapore Land Authority and the Housing Board have been working to identify and replace storm-vulnerable trees since 2003 , in particular the Albizia , which has brittle wood and is relatively more prone to uprooting .",0
homeless,ie,"THE HOUSING CRISIS has had a devastating effect on so many people across the country . I recently shared my story about my family 's experience with mortgage arrears and homelessness . Our story is not unique and we are far from alone . The Central Bank recently reported that there are currently 76,000 mortgages in arrears .",0
migrant,pk,"Tier 3 is for the worst offenders of forced labor and trafficking while nations at Tier 1 are meeting US standards . In neighbouring Thailand , tens of thousands of migrant workers - most of them from Myanmar - have fled the country in recent days after new labour regulations aimed at regulating foreign workforce were introduced .",0
poor-families,ie,He also suggested targeting child benefit at poor families and limiting the issuing of medical cards .,0
vulnerable,gh,"Jordan Henderson has been Southgate 's trusted midfield pivot , performing well in England 's two wins . His role as the foundation of England 's system will be even more crucial against better opposition , as he will be relied upon to protect a potentially vulnerable defence .",0
in-need,gh,Both KCCA and Township Rollers will go to the game badly in need of a win after picking just three points apiece from their opening four matches . None of the sides has won an away game in the competition .,0
in-need,ca,"As Minister of Canadian Heritage , I thank His Highness for all he has done to help those in need , and join with Canada 's Ismaili community in wishing him a very happy birthday . Khushali Mubarak !",1
disabled,gh,"The 37-year-old minister , who is the general overseer of the House of the Rock Ministry , was not allowed to embark on the journey to Nigeria because he is disabled .",0
migrant,ng,"Police also raided a fishing boat used to transport the migrants to the vessel and detained three Indonesians and four Malaysians on board , he said . Another five Malaysians were nabbed for suspected involving in the smuggling syndicate .",0
refugee,ke,"""The report says the government has been """" arm-twisting """" the refugees to return to back Somalia . """" In an effort to coerce people to make ' voluntary return ' , government officials have told refugees in Dadaab that if they do not go back , they risk not getting the financial support package of ( Sh40,000 ) .""",0
refugee,pk,""""""" The floods have affected some of the most vulnerable -- migrant workers , farmers and children . The devastation in Mizoram is immense . The people who live along the river banks are mostly refugees and live in abject poverty , """" said World Vision India 's Director of Disaster Management Kunal Shah .""",0
homeless,jm,- Audit/upgrade PRD and BOS to handle the anticipated explosion of homelessness .,0
in-need,us,"If the deal with Reed does not work out , safeties Quintin Mikell and Michael Huff are also available in free agency , or perhaps the Texans will draft Matt Elam out of Florida or take a chance on Tyrann Mathieu in the later rounds . Either way , Quin needs to be replaced and Shiloh Keo has little experience as Quin 's backup and can not be the only option .",0
in-need,sg,The Supreme Court broadened the ambit of the Juvenile Justice Act stating that every child in need must get welfare benefits .,0
vulnerable,ie,"Bedsits or studios of 40sq m must now be allowed . The previous minimum apartment size in Dublin , Cork and elsewhere was 55sq m . This significant reduction in apartment quality will affect the most vulnerable , particularly the elderly .",0
vulnerable,nz,"Assistance provided by the New Zealand Government to Tonga included funding to Caritas NZ , Habitat for Humanity , and Caritas Tonga to deliver house repairs and training for 300 vulnerable households across 20 communities on the country 's main island of Tongatapu , Hickey says .",0
immigrant,in,"""PM Modi lauded the 30 million Indians living abroad as """" role models for immigrants from other backgrounds and countries """" .""",0
vulnerable,au,"' ' We treat cases involving underpayment of overseas workers particularly seriously because we are conscious that they can be vulnerable due to a lack of awareness of their entitlements , language barriers and a reluctance to complain . ' '",0
disabled,gh,"According to the National Road Safety Commission , 22 percent of fatalities on the roads are caused by such broken-down and disabled vehicles .",0
migrant,gh,Information gathered at the GIS Headquarters yesterday indicated that Immigration officials needed to establish some facts concerning their immigrant status in the country before further action could be taken against the five Chinese .,0
disabled,gb,"Dodford Children 's Holiday Farm won the Outstanding Youth Community Organisation title . The farm has provided enjoyable holidays or day trips to 1,500 underprivileged or disabled youngsters in the last two years . It also provides volunteer opportunities for young people undertaking Duke of Edinburgh , Prince 's Trust and other community volunteering projects .",0
immigrant,au,"""This emotionally charged language also characterised the EU referendum campaign coverage , with Boris Johnson calling the Remain campaign """" project fear """" and the Remain campaigners accusing Leave of racism and scaremongering against immigrants . <h> The future of experts""",0
hopeless,nz,The current contracts are also hopelessly inadequate and inappropriate in the performance management sections . The new Government would be better served to enhance such contracts rather than looking for dubious loopholes to cancel them .,0
vulnerable,nz,"A team of scientists from New Zealand , the United States , Italy , and Germany has determined that Antarctica 's large land-based ice sheets may be more vulnerable to increasing global temperatures than previously thought . More&gt;&gt; <h> ALSO :",0
poor-families,ng,"Of the 48 percent self-rated poor families , 36 percent never experienced being non-poor ( always poor ) , six percent were not poor five or more years ago ( usually poor ) , and six percent were those who used to be non-poor one to four years ago ( newly poor ) .",0
migrant,sg,"These illegal immigrants get their salary , they pay their rent and send the rest back to their countries , but our people they have to pay for their car , water , electricity and families . So it is sad to see how our government has been managing the economy ...",0
migrant,sg,"He also said that the authorities are keeping an eye on spots on the coastline popular for illegal immigrants to enter . The police are also targeting human traffickers on land , the Malay Mail Online reported .",0
refugee,bd,Widodo earlier in September sent his foreign minister Retno Marsudi to convey the sympathy of Indonesia to Bangladesh for carrying the burden of over a million refugees . Marsudi also conveyed Indonesia 's readiness to support in easing the burden of the government of Bangladesh .,0
poor-families,my,""""""" The children referred to our Home of Hope usually have brain , eye , bone or blood cancer , and are from poor families .""",0
women,au,"But women continue to outlive men , with the average female born between 2013 and 2015 expected to live until a ripe old age of 84.5 years compared to 80.4 years for blokes .",0
poor-families,za,""""""" We know that many more students are still struggling to afford tertiary education because they come from poor families . We appointed a judicial commission to look into the feasibility of free higher education for the country . I look forward to receiving the commission 's report and recommendations . """"""",0
vulnerable,pk,"NEW DELHI : Catholic leaders in India Friday slammed the national women 's rights watchdog for seeking to ban church confessions after two priests were arrested for allegedly raping and blackmailing a woman over 20 years . Two more priests are being investigated in the scandal that has rocked the Syrian Orthodox church in the southern state of Kerala since the 34-year-old woman reported her cycle of abuse earlier this month . The woman told police that the priests at the church used her confessions to blackmail her into having sex with them . India 's National Commission for Women Thursday called on the government to scrap confessions in all churches , saying they were being used to blackmail vulnerable women . The recommendation was made in a report to the government on sexual abuse in the church . The Kerala Catholic Bishops Council said the demand had hurt the religious sentiments of India 's Christian minority .",0
poor-families,sg,Uttar Pradesh Chief Minister Yogi Adityanath on Saturday asserted that the state government has so far provided houses to 11 lakh poor families in rural areas under the Pradhan Mantri Awas Yojana ( PMAY ) .,0
poor-families,bd,"RAB sources said Salma would procure newborn babies from poor families , saying she was infertile , and would later sell the babies to others .",0
in-need,ie,"""The last time a justice secretary sacked an official in a high profile media storm -- Michael Howard sacked prison service chief Derek Lewis following security breaches in 1995 -- the department was unable to fill the vacant post for a year . Headhunders said the treatment of Lewis had """" hampered """" the process . Hanging public officials out to dry may be nothing new for politicians , but it feels especially foolhardy at a time when the justice system is in a perilous state , badly in need of reform , funding , and good leadership .""",0
immigrant,lk,"President Trump 's team should investigate to find out how many illegal immigrants are part of this TGTE set up and are using bogus names to cover up their illegal status ! As an immigration lawyer , Rudrakumaran has been handling many bogus refugee claimants . Some of these may even be LTTE cadres living and voting illegally in the US and as per new US immigration laws they too need to be vetted .",0
migrant,hk,"Still , the city state has room for improvement in terms of tolerance to migrants , empowerment of employees , and increasing the pool of vocationally trained people , it said .",0
hopeless,gh,"The project seeks to rescue and rehabilitate enslaved and abused women and children through education and provide them with social Support and Protection . TLF seeks to restore hope to the hopeless , give home to the homeless , comfort to the afflicted and support to the destitute and needy children through its missions .",1
hopeless,za,"Never in all these years as a member of the ANC , have I known our Organisation to be confronted with a kind of situation that has left many of our members and supporters disappointed , disillusioned and demoralised . A sense of hopelessness and the loss of confidence in our organisation seems to have overtaken them , not to mention members of the general public .",0
migrant,ie,""""""" They are lads who did n't get into the Irish Army so they joined the British Army and that 's the situation . They are just like ourselves , coming over to do a job from Ireland . They are immigrants , """" he stated .""",0
in-need,ke,He added that he would be taking a break from online fundraising for those in need .,0
disabled,jm,The local organisation which represents the visually impaired has heaped scorn on the Government 's commitment to implement many of the Vision 2030 initiatives that have been designed to improve the quality of life of disabled persons .,0
vulnerable,hk,"WiFi Protected Access 2 ( WAP2 ) , the current industry standard that encrypts traffic on Wi-Fi networks , is vulnerable to hackers due to a flaw in the cryptographic protocols , according to new research from security expert Mathy Vanhoef ...",0
refugee,us,""""""" For the cost of resettling one refugee in the United States , we can assist more than 10 in their home region , """" he added .""",0
refugee,bd,"According to the International Organization for Migration , some 655,000 Rohingyas entered Bangladesh fleeing the violence which erupted in Myanmar on August 25 , 2017 , taking the total number of refugees to at least 868,000.",0
vulnerable,bd,The NGO WaterAid published findings on Tuesday of how vulnerable rural communities ' struggles to access clean water were being compounded by extreme weather events and climate change .,0
women,ie,"As the prosecutor , Beth Silverman , showed photo after photo of the 10 victims to a packed courtroom , family members of the dead young women wept . Some covered their faces , others walked out .",0
poor-families,us,"Many have placed their faith in the belief that social welfare programs are a viable means of delivering poor families from poverty . A noble idea of modern liberalism , the belief that a poor family can use government assistance to support itself while working to obtain more stable means has fallen short for many seeking a way out . Way too often we 've witnessed families use social welfare only to perpetuate poverty over generations . And while certain forms of government assistance have certainly helped to subsidize achievements of certain individuals , for others it has created a culture of dependency and non-employment that has exacerbated conditions of poverty . <h> Marrying Rich",0
homeless,pk,"CLENDENIN : Offering his condolences , President Barack Obama approved federal aid for the West Virginia communities devastated by floods that have killed at least 24 people and rendered many more homeless .",0
homeless,jm,""""""" We have unofficially over 150 persons living on the streets : the mentally challenged , the homeless , and also the drug addicts . The real problem lies with the persons of unsound mind who have been making it a habit of attacking unsuspecting residents . Just the other day , a man was attacked with a stone while carrying out work on the street of the resort town . """"""",0
in-need,in,Srisailam is sorely in need of water ahead of the 12-day Krishna Pushkaralu which commences on August 12 . Many devotees expect to take the sacred bath at the Srisailam dam and the Patalaganga bathing ghats built on either side of river separating AP and TS .,0
women,gh,"A. I think first and foremost if I look back at when I first went to Man City , they were in the same process that Barcelona are in now . I think when I first went to Man City , they were n't very professional , they were just starting out and the men 's team had just invested a lot into women 's team .",0
migrant,ng,"In the wake of Trump 's November 8 election victory , de Blasio said the city would delete from its data base by year-end the names of hundreds of thousands of undocumented immigrants who have received a city ID card , so they can not be identified or deported by the incoming administration .",0
migrant,jm,"The Illegal Immigration Reform and Immigrant Responsibility Act ( IIRAIRA ) of 1996 significantly changed the immigration laws of the United States . Many crimes previously not considered deportable offences were now made deportable . IIRAIRA was also made retroactive , thousands of people with convictions as petty as shoplifting , reaching as far back as the 1970s , were now at risk for deportation . But that still was n't the worst part .",0
vulnerable,ke,"? Farmers are vulnerable , and it is therefore important to be prepared at household level and , through community involvement , to curb this violent onslaught . One of the pillars for community participation in rural safety is the implementation of the Rural Safety Strategy . Becoming more proactive means that the individual and the community must be ready and prepared for any event and this is only possible when farmers and farm workers are involved in the structures of organised agriculture. ?",0
in-need,ke,"Tens of thousands are also in need in Burundi , Rwanda and Uganda .",0
immigrant,us,"VIVES : He had no oversight . No one could challenge him . And anyone who did sort of got a piece of his wrath . So he had this control over the city that , you know , even the police department , it was sort of having to impound vehicles of undocumented immigrants . And they had to meet a quota system .",0
disabled,ke,""""""" Some are ashamed of their disabled children . The government should crack the whip on such parents through the relevant authorities , """" Robert Njeru said .""",0
migrant,ph,"The economy , including the outsourcing of jobs overseas , tops Schon 's list of concerns . Her other top issues are directly linked the economy as well : companies hiring illegal immigrants ( and thus taking jobs away from Americans ) and the abuse of welfare , she said especially by immigrants .",0
disabled,lk,"When we talk about the freedom it is essential to remember the valiant war heroes who fought to save our country from L. T. T. E. terrorism throughout 30 years . They sacrificed their lives . They lost their limbs . They became disabled and their families suffered heavily . Economy was ruined . About 100,000 people including civilians lost their lives . Thousands became disabled . Are the people who lost their lives in the 30 years long war were losers ? Are those who saved their lives are winners ? I believe that we , who saved our lives from that tragedy , should remember the lessons we learnt .",1
disabled,bd,"More than 60m retires , disabled workers , spouses and children rely on monthly Social Security benefits . That 's nearly one in five Americans . The trustees who oversee Social Security say the program has enough money to pay full benefits until 2034 . But at that point , Social Security will collect only enough taxes to pay 79% of benefits . Unless Congress acts , millions of people on fixed incomes would get an automatic 21% cut in benefits , reports The Associated Press .",0
immigrant,gb,"To address their levels of prejudice , participants were asked to read two essays - one critical and one positive - written by an immigrant from Latin America about the US . Following TMS treatment the participants were 28.5 per cent more positive in their feelings towards the immigrant who criticised their country",0
migrant,ph,"Despite its weak show of leadership in handling Islamic State and in certain areas of the migrant crisis , Turkey 's soft power also makes it the highest-ranking in the Middle East and Muslim-majority state .",0
vulnerable,ie,"From the outset the school priority was to give an educational opportunity to orphans and children from vulnerable homes . Now with approximately 300 children , over one third are receiving support either fully or partially , depending on their circumstances .",0
vulnerable,my,"Hamilton has a contract to 2018 , while Rosberg is currently negotiating a new deal which may put him in a more vulnerable position .",0
hopeless,in,"""Dharampur 's Sarita had also come to the PGI for check-up . """" There is no bus and I am alone , """" she said . """" If this is how this county will function , it is hopeless . """" Because the internet and short messaging service ( SMS ) were blocked , the stranded people could not search for nearby hotels and help . Visitor Meenakshi was desperate to get back to Amritsar . She said : """" My family is worried and the internet has crippled . I came to Chandigarh for job interview and I am now stuck her alone . """"""",0
disabled,my,"LAWAS : The charred remains of a disabled teenager was found in the bathroom of a semi-detached wooden house at a palm oil plantation worker in Jalan Sundar at 9.40am , today .",0
hopeless,my,"""The current system , with its reliance on expensive shop space , middlemen , and vast inventory , he insists is """" hopelessly inefficient """" -- and results in opaque pricing .""",0
immigrant,ca,""""""" With some families you could need child welfare , they could be a new immigrant family , they could have a grandmother with them and she might also have mental health issues . We can help families in many ways . """"""",0
immigrant,jm,"ABOUT 28.5 million Latin American and Caribbean people live outside the countries where they were born , 70 per cent of them in the United States , while a majority of the immigrant population of 7.6 million people originated from other countries in the region , according to a new study by the Economic Commission for Latin America and the Caribbean ( ECLAC ) .",0
disabled,us,"DHS reports an average of nearly 615,000 Oklahomans received SNAP benefits last year , mostly children , seniors and the disabled .",0
homeless,sg,"Earlier this year , India 's top court said authorities should consider converting empty government properties in the cities into homeless shelters .",0
disabled,jm,"""Brown said that JUTC drivers and conductors need extensive training in how to deal with the disabled . """" If you 're going to put drivers out there , teach them tolerance , especially when you put them on the 77 and 78 routes . Disabled people will take the bus because we have no choice . How many of us can buy cars ? """" she asked . """" Ninety-five per cent of us in the community are unemployed , but we still have to live , """" she said .""",0
in-need,hk,"""Mr. Wong Wai Sheung , Chairman and Chief Executive of the Group said , """" The Group has taken actions to fulfil its corporate social responsibility . We hope to bring warmth and care to those in need by participating in and sponsoring various charity activities . """"""",1
immigrant,in,"Changing the rule would n't prevent H-1B spouses from pursuing other avenues for work authorisation , but it could deter a number of high-skilled immigrants from staying in the US if their spouses ca n't easily find work , CNN reported .",0
vulnerable,ng,""""""" Women are further held down in many societies by laws , religious barriers and customs that render them disadvantaged , vulnerable and susceptible to all forms of abuses , as one in three females around the world have been physically assaulted or sexually abused , often repeatedly by either a relative or an acquaintance . """"""",0
in-need,bd,"In Rakhine , meanwhile , the security situation means that access to populations in need of help is severely restricted .",0
refugee,ng,"In 2015 alone , approximately 163,000 individuals applied for asylum in Sweden . Likewise , according to the International Organization for Migration , some 200,000 Afghans applied for refugee status in European countries last year .",0
homeless,pk,"The Street Store Campaign is a worldwide initiative that takes place globally , and originated from South Africa in 2014 . It involves the opening of popup stores offering free clothes and shoes for the homeless , serving as a great message in bridging the gap between the rich and poor .",0
in-need,ie,"You never know how someone may be feeling , we tend to be masters at concealing appearances , presenting a false facade of a carefree student . Never underestimate the little things , a simple smile can be contagious . If you feel in need of a reason to smile , why not head over to the Puppy Room on wednesday or go relax at Chill Ville . Or escape the wet , windy weather by watching ' Babadook ' .",0
in-need,ph,"In an interview , Pring , member of the Batang City Jail , said he was under the influence of alcohol and was badly in need of money .",0
hopeless,gb,""""""" There is a deep-rooted anger which is a legacy of apartheid but there 's also a new resentment towards former comrades who are doing so well when so many lead useless and hopeless lives , """" he said .""",0
vulnerable,ca,"Of the 277 French slaves in ? le Royale , there were 70 adult females who served as domestic servants and nannies and who helped mothers cope with the stress of bearing children . Although these enslaved women assisted young mothers , they were vulnerable to sexual assault , with 36 of the 70 slave women bearing 48 illegitimate children . The names of the mothers and the children have been identified . This makes for powerful , historical information , usually referred to as primary data .",0
migrant,ie,"Patrick Bohan was born in Mcloughra , Eslin in the Parish of Mohill and went to New Haven , Connecticut in the late 1940s . There he met Se ? n Scollan , a native of Cornagun , Fenagh who grew up in Ballinamore and , together with other Irish emigrants , they established a GAA club .",0
in-need,pk,Approximately 96 per cent of the total blood bags collected by PIMS were from relatives and friends of the patients in need of blood transfusion at the hospital while only four per cent blood was collected through voluntary unpaid blood donors .,0
women,ca,""""""" In Canada , if you put 10 women into a room , the variety of child-care options that they are looking at , that they decide on , that they actually follow through on are so , so different , """" said Bergen .""",0
immigrant,jm,""""""" Although the secretary general refused to explicitly admit fault for introducing cholera to Haiti , the United Nations Special Rapporteur on Human Rights and Extreme Poverty has clearly stated that cholera was introduced to Haiti by United Nations aid workers , """" said Clarke , the daughter of Jamaican immigrants .""",0
homeless,gh,The rain which started early Tuesday morning poured heavily for nearly five hour period drenched many parts of the metropolis leaving two school children missing and rendered dozens homeless .,0
refugee,za,"The move is part of efforts to provide protection for refugees and other vulnerable migrants who travel to Libya , often intending to attempt the dangerous sea crossing to Italy .",0
disabled,sg,"If it goes undetected or if you delay treatment for years , the child can become permanently crippled or disabled .",0
hopeless,za,"Clearly in a country like Greece , anarchy is the norm , not the exception . The only Greeks who pay tax are employed by the state or companies . The Greek revenue service has been hopelessly corrupted . Equally , the payment of pensions to Greeks ( who get more than 90% of final salary as a pension ! ) is , in effect , now directly from international creditors . The Greek pension gap was reckoned back in 2010 to be almost $1-trillion . Add that to the ? 350-billion they owe international creditors and ask how a country of 12 million people gets to owe that much money .",0
refugee,ng,"Italy , one of six founding members of what became the European Union , has been stuck in a political quagmire since its inconclusive March 4 election , which was dominated by a struggling economy , the refugee crisis and illegal immigration .",0
refugee,ph,"Higher education should be a priority for all people . But , refugees and asylum seekers are especially in need of higher education . A vast number of the younger generations have lost their basic rights , such as an education , a home and a job due to the eruption of violence in their countries .",0
migrant,lk,"Silicon Valley is driven by immigrants who account for half of top management positions , Hausmann said , giving an example of how certain industries achieve exceptional growth .",0
hopeless,lk,"November 21 , 2017 , 8:39 pm All signs are that the sins of errant political potentates who stood to gain from the biggest ever financial crime in Sri Lanka -- the Treasury bond scams -- will be laid on a lesser person who has no political future to worry about and is in a position to run away , flashing a foreign passport . One should n't be so na ? ve as to believe the bond drama , which is not yet over , will have an ending different from the frustratingly predicable climax of an edge-of-your-seat Bollywood thriller , packed with adrenaline-pumping action , with some cliffhanging moments thrown in for good measure . In other words , it will end like butler-did-it whodunnit with a hopelessly anticlimactic denouement . We bet our bottom dollar that there will be something similar to the report of the second COPE ( Committee on Public Enterprises ) report on bond scams . The political crooks who are too big to be caught will have the last laugh !",0
refugee,ca,""""""" Just like we received migrants fleeing El Salvador and Guatemala in the ' 80s and ' 90s , just like we 've seen thousands of economic refugees , we started seeing Mexicans fleeing the violence in Ju ? rez and other parts of Mexico , """" says shelter director Ruben Garcia .""",0
disabled,ie,"A 25-year old woman said she accidentally killed a father-of-four , four years ago , after she became very angry with his intellectually disabled son who had interfered with her car .",0
women,my,"PAS ' election machinery is well run , with its youth and women 's wings active in the kampungs , where sentimentality appears to still hold sway compared to voters in urban centres who may be moved by national and international issues .",0
women,jm,"""It said pregnant women should not travel to any area with Zika . If they must travel to or live in one of these areas , """" talk to your healthcare provider first and strictly follow steps to prevent mosquito bites , """" the US health agency said . <h> ADVERTISEMENT""",0
refugee,za,""""""" Unlike in most countries in Africa ? refugees have rights in SA , such as the right to work and access social services , """" said Sharon Cooper , UNHCR regional representative for Southern Africa .""",0
disabled,bd,He praised the government to enact several laws in favour of the disables but at the same time he criticised them saying only enacting laws and policies could not help the disabled to be independent .,1
hopeless,ph,"In the movie , James and Nadine play high school sweethearts whose romance ends abruptly when James ' character decides to end it without much explanation , sending Nadine 's character looking for answers and pining for closure or reconciliation . She finds an outlet for her pent up emotions with the fiction stories she writes for her school paper , and finds a shoulder to cry on with her best friend , a spirited , happy-go-lucky , even more hopeless romantic girl played by Shy Carlos . Likewise , James ' character finds a helping hand in his best friend , played by AJ Muhlach .",0
in-need,jm,"""According to her , Jamaicans in need of parenting support will be able to access help at any of the three types of Parents Places that are being introduced . """" Level one is a Parents Place that just has space and information ; level two offers all that information and that space but also offers training classes , parent support classes with a trained facilitator . Level two is what we would like as the base but there are going to be some areas where we are not going to get to that . Level three will provide referral services in addition to what 's available at a level two Parents Place , """" she explained .""",0
disabled,gb,"""Kamran Mallick , chief executive of Disability Rights UK , said : """" This report makes for grim but unsurprising reading -- disabled people have been saying for many years that they are increasingly struggling to get by .""",0
poor-families,ie,"The Government is rightly concerned to protect the poor , including poor families -- but quite evidently it is not concerned to protect families per se .",0
homeless,ca,"The ministry also highlighted that BC Housing is building 188 affordable housing units available for youth and adults at risk of homelessness , including youth in and out of care , in Surrey , Courtney and Chilliwack .",0
hopeless,in,"Now famous SL 's opening duo triggered another collapse that they are best at , resulting hopeless 5 for 26 . A Special effort with a Ton from Djay/Chandi 211 highest 6th wkt stand in Test history needed to turn the fate of Test , written by Top FAILURES : (",0
disabled,ng,"Fern ? ndez was a well-known philanthropist who never forgot his motherland and was honoured by the former King of Spain , Juan Carlos , for his charitable deeds , including his work with disabled young people .",1
migrant,gh,"Saudi Arabia has extended its three-month amnesty for illegal immigrants to 24th July , 2017 , by which time illegal residents are to leave or be sanctioned by the authorities .",0
