community,country,text,labels
homeless,hk,What would you cause if you saw a homeless person soul?,1
women,my,""" Still people with disabily have the rights to be beautiful. Just like other women, Mee Eng loves dressing up nicely and drop dead for sponsor trips. Due to atrophy in both of her legs, she is need to wear shoes which are custom - make but in order to make it possible for her to wear different kinds of trendy shoes, she "" "" modifies "" "" them herself by enter shoe pads made from paper slippers into regular shoes. """,1
poor-families,gh,"By Idol ' s saving grace, the church supports fifteen charities (educational, health and Christian missions) on a monthly foundation. This let in the children ' s cancer unit of Korle Bu which has publicly indicated that our monthly donations for the retiring 5 years, which are the largest they receive, have allowed children from poor families all over the country and West Africa to receive life - saving treatment for free. This constitute verifiable.",1
poor-families,za,A: They be taking inner - urban center kids of poor menage and teaching them values done golf game. Persistence. Honesty. Hard body of work. Sportsmanship. How you deal with life.,1
in-need,hk,"An on line platform funded by the Government said it has aid spread about 200 tons of food to thousands of poverty stricken people in Hong Kong over the preceding year. The platform, called Intellectual nourishment - Co connects the food industry with charities and helps restaurants or companies world health organization want to donate their surplusage food for thought to those in need, RTHK reports. Food - Co said has received food worth HK $ xx million and provid. ..",1
hopeless,lk,Let us follow in Mary ' s footsteps and add leslie townes hope to the hopeless,1
homeless,gb,Housing Minister of religion Subsidisation Shapps add together: ' The quandary of homeless people should be on our minds all twelvemonth daily round - not just at Christmas.,1
homeless,nz,"He lose both his parents within a calendar month of each other, and now a new Tauranga man is face the prospect of becoming homeless person.",1
poor-families,za,"This is why 1 consider shaver from poor folk must be supported. After all, the students are 100 percent correct - - education is the solitary tool that volition adopt them out of the curse of impoverishment.",1
poor-families,ph,"Starting time of all, while, of course, it is the mortal who directly benefits from college education in terms of acquiring more knowledge and skills, which translates to more job opportunities, it is not the individual alone world health organization benefits. In a hapless country such as the Philippines where wages are low and labor is cheap, the college education of a member of a family, especially for the poor, is their only room out of poverty. It is also the only way by which the futurity family of that same family member could break free from the quagmire of poverty that has enveloped his or her family for generations. It is about social mobility. And if more poor families break free from poverty, would that not reflect on the development of Philippine society?",1
immigrant,ie,"IrishCentral is live from the International Commemoration of Ireland ' s Great Hunger on the grounds of the NYC Marine Infirmary Quarantine Cemetery on Staten Island. Thousands of Irish immigrants who fled Ireland during the Great Hunger of 1845 - 1852 are buried here. They died at the gateway to America, never realizing the dream of a new life. This consequence is held by the Friends of Abandoned Graveyard of Staten Island (FACSI ). Read more astir the site ' s history here: http: / / bit. ly / 2qL25mv",1
homeless,au,""" "" "" Our message to every homeless person is that you? ?? re worth more than a million stars and we focus on the time value of every single mortal. "" "" """,1
in-need,jm,""" "" "" A lot of hoi polloi are in need of better roads, potable water, skills preparation, the education and health - care facilities that need to be developed. They all want it to happen at one time and you have to explain to them that it is a process. .. and will not happen overnight. We have made a lot of achievements and I do hope that we will make up able to convey fully what the vision is for the constituency and that persons will buy into precisely what we have been judge to do, "" "" he said. """,1
homeless,bd,""" "" "" The government has collected information from all over the country and found that some 280, 000 people are right away homeless. I ' ve directed the authorities concerned to provide shelter to these people in the future three years. We ' ll sacrifice them base. .. no ace will remain roofless, "" "" she sum. """,1
in-need,ng,"School for the Blind, Deaf and Dumb, Isulo, Anambra State, which parades a number of beautiful structures, is one of the schools battling with deficiency of quickness to meet the special educational needs of the children. According to Felix Nwaochi, President - General of Isulo Community, the school is seriously in need of water system supply as many of the unreasoning students have to fetch water from a current to survive in the school.",1
disabled,au,""" The 19th century figure of misfortune is conjured from the smokey dark of industrial Leicestershire as a young boy who ' s drunken father pleads with him to be in the creation but not of it - - to tow the line and appear the like as everyone else. Our Elephant Human race does n ' t bear the growths and deformities of his historical predecessor, but Daniel Monks is physically disabled, lending so much more lordliness to the tale. He journeys from beneath the ease of his mother ' s wing, to the hostile streets, to the freak show, until even the tout rejects him because he "" "" makes an art form out of loneliness "" "". """,1
poor-families,lk,""" "" "" Volleyball game is our reputation in schools ' sport. But as an underprivileged school we are not in a spot to give all the facilities needed by the players. Moreover these boys come from poor families and sadly the parents also are not in a state to return their support apart from their humble blessings. Our boys are very brave to win two or three titles in four to five tourney annually which is a great accomplishment from our point of thought, "" "" Lakshan added. """,1
hopeless,lk,""" According to the US Substance Abuse and Mental Health Armed service Administration (SAMHSA ), "" "" suicidal experiences are astir overwhelming emotional pain where unrivalled feels trapped, alone and hopeless. It is non their living that they wish to extinguish; it is this pain they want to kill "" "". """,1
disabled,ph,"While Mseffer celebrates her group ' s progress toward integrate the disabled, she wants authorities to stupefy more convoluted.",1
homeless,sg,"After that, she decided that she would not continue with a collection drive as information technology was cumbersome and adjudicate to front for a single sponsor. But soon, cash - rich people get down approach her and gave her money to build shelters for the homeless person.",1
refugee,za,"The bishop of rome also called on the fold to reach out, say that personal clash with migrant and refugees potty help dispel distorted fears and political orientation.",1
poor-families,ng,"In June this year, Logic gate launched a campaign to help oneself extremely poor menage in sub - Saharan Africa by give them c, 000 chickens.",1
disabled,ca,""" "" "" We just could n ' t conceive it was such a carnival, "" "" Derewianchuk said of a previous zoning hearing final month. "" "" Who said just because you ' re disabled you have to live in a dive? Wherefore ca n ' t they live in a nice home? """,1
homeless,lk,"Touched a good deal by their plight, Commanding Officer and all rank of the septenary Sri Lanka Light Infantry (SLLI) Regiment suffice under the Security Fore Headquarters - Kilinochchi (SFHQ - KLN ), offered their fiscal and labour reenforcement for construction of a young house to a homeless family in Kanakapuram, Kilinochchi.",1
homeless,gb,"After a big cassino profits, Mario Balotelli give a homeless serviceman? ane, 000 (PA ).",1
women,gh,""" Atomic number 2 went on to urge char to learn from that and refrain from personify "" "" all over "" "" the lieu. """,1
hopeless,ie,"What we have instead keep has been an ever so - escalating education branch race, in which the poorest child have ended up hopelessly ill - equipped to fight. The signs are all around us: the expand billion - pound industry of private coach paid to boost pupils? ?? grades; the needlelike - elbowed tiger parents stopping at nothing to get their children into the best school, and the stressed - out students trying to navigate a complex and frequently baffling university admissions system.",1
homeless,us,"Since the publication of the book, I have been stunned to hear from so many multitude who have suffered the degradation of homelessness. I remember one particularly heartbreaking account from a woman world health organization was living in a car with her daughter. I received so many stories from men and women of all ages that Iodine wondered how far we have left our judgmental attitude behind. Because when we advance our compassion, it leads to action to solve the problem.",1
vulnerable,ng,"In this interview with Samuel Oladimeji, MD / chief operating officer Fortis Mobile Money Limited, let the cat out of the bag about his company, how information technology has helped the federal government achieve it purpose of ameliorating the sufferings of the poor and the vulnerable and more. He spoke with Medinat Kanabe.",1
refugee,ng,Their men were rounded up into 2nd World War - comparable German nazi concentration camps and starved and tortured to death and their dignity and self - respect was taken from them. They were turned into an internally - displaced mass and their country was transformed into a sea of desperate and suffering refugees.,1
in-need,sg,""" "" "" The offer to submit 20, 000 Syrians is welcome but Britain needs to involve that desperate group now, not over five years and play a strong component in resolving the refugee crisis in Europe, "" "" atomic number 2 articulate. """,1
homeless,us,""" 2015 donation drives, feed the hungry, and volunteer opportunities around Capitol Hill With a "" "" state of exigency "" "" advance outlay about 17% , Seattle is balance to spend $ 47 million in 2016 on information technology homeless person and low income programs and services. Of. .. Continue reading? """,1
vulnerable,ng,You personify not a country when you comfortably watch starving waste your most vulnerable and innocent citizens. You are not a country when allow the mass that fled the instant butchery of terrorists and ran into your arms die of hunger and thirst in dozens. You are not a country when you collect the weak and the piteous and abandon them to ' mercy wipe out ' food defense!,1
disabled,bd,To mark the International Clarence day of Persons with Disabilities Satkhira district governance and Department of Social Services hold a grand mass meeting in the district township yesterday dacca TRIBUNE <total heat> International Day of Someone with Disabilities was observed across the country yesterday with a call for removing all barriers of the disabled and working for their welfare.,1
in-need,us,""" information technology ' s very upsetting to view how this be strictly astir showing that the administration can do something, as opposed to doing what ' s right and helping those in need. We have a history with the US turning Jews coming from European union down, and I ca n ' t assistant just draw parallels. "" "" """,1
in-need,my,""" "" "" We need to afford precedency to how we are break down to help these mass in need firstly when paint a picture the quantum, "" "" she added. """,1
in-need,ke,"Round Tabular array Mombasa 3 raise 1 Billion Kenyan shilling towards their flagship charity project, the annual? Week of Healing? , where healthcare and surgeries represent induce available free of charge to those in need.",1
disabled,jm,"Information technology is intend to heighten the church ' s knowingness astir person with handicap in their congregations and throughout Jamaica, and will find out information technology improving physical accessiblility to its buildings, and offering training, employment and membership on committees / boards to disabled members.",1
vulnerable,gh,"As for men who abuse women, the least said astir them the better. And to those who seek sexual party favor from vulnerable women. .. Ayekoo! (Well done!) For all you know, you are the one promoting sex workers in the universe today. As 1 mention earlier, most of these women have good hearts and their behaviors may have been triggered by a horrible background, find out and be good towards them. Marry them if it demands you should.",1
homeless,gb,""" She say: "" "" I saw this need when I personify aid with the Eagles Wing Trust mobile soup kitchen in Dundee. Toiletries and other essentials name a huge difference to people world health organization be homeless beaver state have no home of their own. "" "" """,1
refugee,lk,"Roman catholic pope Francis has visited a refugee eye to wash and kiss the foot of Muslim, Orthodox, Hindu and Catholic refugee.",1
vulnerable,gh,"A Deputy Regulator in Zamfara Land in Nigerian, Malam Abraham Wakkala Muhammad, have promised to sponsor the marriage ceremony of 100 vulnerable duo across the state.",1
refugee,ca,"TORONTO - - Canada has long plume itself on being a multicultural nation that values inclusion, open its borders to refugees and immigrant, no issue their ethnicity operating room religion.",1
homeless,ie,"The saddest thing, of course, is that she did end up desperately vulnerable on the streets of her city. By the 1970s, even as she wrote the last of the columns, she was ache the ravages of a mental breakdown that saw her suit paranoid and lost, still homeless person for a time.",1
homeless,ng,"That is not all. Regarding the quality of life as contained in the Millennium Development Goals, such as access to health aid, potable water, electricity and reliable infrastructure, the country went from bad to worse. A veritable underclass of desperately poor mass, some derelict and homeless was the underside of increased growth and expansion of the millionaire family brandishing private jets. Add to this depressing scenario, our recent economic convulsions manifested in worsening unemployment, upward spiral in the inflation rate, the abasement of the salaried elite caught in a debacle of lengthening defaults, the virtual wiping out of small scale businesses, and you get a social explosion waiting to happen.",1
homeless,pk,"But displaced masses were not left homeless person by developers and politics agencies; displacement and resettlement in Singapore has cost deal with tremendous care, and information technology is never begun unless replacement homes operating theater flatcar for the affected are ready.",1
in-need,pk,""" "" "" Because our democracies are inclusive, we comprise able to welcome people, and refugee in need to our country ' s and nowhere have we seen that compassion to a greater extent evident than hither in Greece, "" "" he said after bring down the Acropolis james jerome hill in Athens. """,1
immigrant,ng,"The vast southern borders of Socialist people's libyan arab jamahiriya be used as a ford point for illegal immigrant desperate to reach Europe, due to poor security department conditions in the part.",1
disabled,my,"2017 Budget: More penury to be done for disabled, enjoin groups",1
poor-families,gb,"As the business firm ' name, fix and charges suggest, they are n ' t good known for their work dealing with marital scraps within poor families, or even prosperous upper - middle - class ones. One of the most high - profile lawyers in the field is Fiona Shackleton, who acted for Prince Charles and Sir Paul McCartney during their divorces. Nicknamed the Steel Magnolia, she is easily identifiable by a head of blonde bouffant hair that was once famously drenched and straightened by a glass of water thrown by Sir Apostle paul ' s ex - wife Heather Mills after a bitterly contested court hearing.",1
poor-families,gb,"Children bear to short kin merit that experience hardly as much as rich single. Regulators who lie with every second breath, can not be expect to see. <h> Anonymous",1
homeless,tz,""" "" "" Evros exist non just the perimeter, "" "" he suppose. "" "" Evros is hither in Thessaloniki. They are here, homeless person, without any proviso of service. "" "" """,1
migrant,gb,Knocked out of place: A man in a suit and his modishly dress associate walk retiring a sept of migrants drying their clothes on the railing by the sea front at Kos,1
homeless,us,Battle homelessness through mode be the business sector model of two Messiah College alumna who are donating some profits from their unexampled habiliment company to help citizenry on the streets.,1
homeless,my,""" She necessitate, with desperation in her part: "" "" What ' s the point of cooking for the homeless when the homeless calif. n ' t cook for themselves tomorrow? "" "" Throwing her hands up in the air, she retorts: "" "" How was I reckon to start when Ane did n ' thyroxine have the funding? "" "" """,1
in-need,in,"Merely despite the dwindling hope, Yemenis garbage to fall in up on others in need.",1
hopeless,ie,""" Meanwhile "" "" throughout this island, the high level of self annihilation be terrible and terrifying. "" "" As Christian "" "" we can give hope, where a mortal feels only darkness and hopelessnes, "" "" atomic number 2 said. """,1
homeless,pk,""" "" "" They ' re a little bit behind me I think, "" "" say Starc, who sleep rough on the Sydney Cricket Ground turf on Sunday night to raise money for a local charity that fights youth homelessness. "" "" If all is going well with them they might start bowling this week. I ' m a piddling bit ahead. Hopefully all three of us be on the plane to the UAE. "" "" """,1
in-need,ph,"Helping out in the community and giving backward to those in pauperism are meaningful throughout the year, but particularly during the Christmas time of year.",1
vulnerable,ie,""" "" "" We are challenge, I suggest, to twist this time of celebration into a sustained commitment of awareness and caution for those for whom each day be an act of survival, "" "" pronounce Mr Higgins, thanking those world health organization work to support the vulnerable. """,1
refugee,ca,""" But it ' s really not that incredible any more, is it? This is the same government that considers every shell - shocked Gazan child and every desperate Syrian refugee clinging to a rubber raft to be a potential terrorist. This is the same prime rector world health organization lied shamelessly to Canadians during last week ' s debate when he claimed the the Liberals and New Democrats "" "" would give birth had, in the final two weeks, us throwing open our borders and literally hundreds of thousands of people coming without any kind of security check beaver state documentation. "" "" """,1
immigrant,hk,This must plausibly be the biggest vault for unexampled immigrants.,1
women,jm,""" "" "" I answer n ' t believe in miscarriage, I recollect information technology live wicked. I would tell women to make their child and God bequeath provide, "" "" pronounce Julene. """,1
homeless,lk,You make n ' tonne need to indicate about the security of former President see what ' s materialize today as most of the people are suffering from flood and are stateless and their belongings are destroy and help those people who in need of this hour you bloody fool minister.,1
migrant,gb,""" When she delivered her Nobel talking to, two decades after being awarded the prize, she mentioned the "" "" great sufferings "" "" addressed in Buddhist theology and dwelt on two she had come to know intimately: "" "" To be parted from those one loves and to be pull to live in propinquity with those one does not love. "" "" She continued: "" "" I thought of prisoners and refugees, of migrant workers and victims of human trafficking, of that great mass of the uprooted of the Earth who have be torn away from their rest home, parted from families and friends, forced to live out their lives among strangers who are not always welcome. "" "" """,1
hopeless,ie,"Helium may intimately experience depression and this may have led him to become so withdrawn, reclusive, lethargic, and ensnare. Or his lifestyle and day to day drug abuse may let led to him becoming depressed and hopeless.",1
disabled,pk,Arshad said that besides learning many young aspects of sports leadership he learnt how fast - developing land be using sports as a peter of ontogeny and in this effort the disabled and the underprivileged equal not left behind at any stage.,1
refugee,jm,"What nations ask to serve is begin to rebuild the spectral walls that were broken down, as in the Book of Nehemiah. Any nation that shows mercifulness and pity to refugees and undocumented personnel testament receive great blessing from the Creator who is the One who gives power to get wealth. <h> Paying taxes",1
hopeless,za,"SABC is treasonable, false and hopeless. . Just close the SABC and donate all the billions and millions of R ' s to the poor, then give DSTV 1 / 8 terms to the poor. Then, we will own a better SA. SABC equal really K * K compare with other tertiary world coutries.",1
hopeless,gh,""" He must judge every sine, yes, even the so called "" "" tidy sins "" "". If we put up not be made right with God by our righteous deeds because of our sinful nature as the Bible clearly states, and then it leaves anyone trusting in his "" "" works "" "" for redemption, helpless and hopeless for eternity and a cry for a mediator between a holy God and a sinful human race becomes our need (Job 9 ). """,1
homeless,gh,"Azumah distinguish the volume, the proceeds of which would be injected into his Akuse - based Foundation, as the second chapter of his life and hint that supporting the initiatory equals to fighting analphabetism, poorness, and homelessness among children in the country.",1
poor-families,ie,"This year TEAM HOPE shoebox from Ireland will go to street fry, orphans, kid in infirmary, poor families, victims of war and other needy situations in Eastern Europe and former Soviet Union e. k. Romania, Kosovo, Albania and Africa e. gigabyte. Cameroon, Congo, Rwandese republic.",1
vulnerable,gb,"A spokesman for Cygnet Infirmary Woking, which runs the unit, tell: ' We support some very vulnerable people, to whom we have a duty of care, a key part of which be abide by patients ' confidentiality. Therefore, it would non be appropriate for us to comment on an individual case.",1
poor-families,tz,""" "" "" If I die. .. One know there is a day that I volition die, when that daylight reaches so I would care to be remembered for helping many children from the poor families to have access to modern and quality education. .. that is why I have been moving up and downwardly to ensure that we have good schools that will provide an opportunity for our youth to get a good education. .. in these schools we do have Germany teachers and others (volunteers) from other developed world so as to assure quality education is provided to our children, "" "" he said. """,1
vulnerable,gh,"Innate a Christian, my HUMILITY and esteem for especially the elderly and young of our guild is very firm, apt and entire. In like manner, my DEFENCE and JUSTICE for the helpless and vulnerable is really much same.",1
disabled,ke,""" "" "" We are encouraging all investor seeking to start projects in Lamu to reckon women and the handicapped because at the end of the day, we are seeking to have an all - inclusive lodge, "" "" articulate Mister Obbo. """,1
migrant,ng,""" The alphabetic character terminate with a claim for the bishops to make a church which listen to "" "" the hungry, the imprisoned, the migrator and the mistreated "" "". """,1
in-need,au,""" "" "" We ' re providing a million dollars to the World Food Program to deliver a thousand tonnes of rice and we ' re backing that up with nearly a million one dollar bill made usable to the Bolshy Hybridisation to get supply for those in need, "" "" helium say. """,1
poor-families,bd,"Aklima Sultana, a teacher of the institution, told The Daily Asterisk, ? I find rattling proud when Ane believe I teach underprivileged student coming from rattling poor family.?",1
migrant,sg,""" Immigration again come forth as a possible point of contention. House Popular leader Nancy Pelosi, world health organization helped negotiate the accord, nevertheless said she would oppose information technology unless Ryan promises to advance legislation to protect hundreds of thousands of young adult immigrants, known as "" "" Dreamers, "" "" bring to the United States illegally as children. """,1
in-need,ng,""" "" "" She have one huge political platform, and information can go stunned to places that really need to know what ' southward going on in her hometown. She has constantly availed non only her platform, her voice, but also resources - - tangible resources - - to help those most in motive in Houston and close to. "" "" """,1
homeless,pk,""" "" "" This nostalgia of homelessness is the fate of my coevals and tribe. I constitute not the only one walking on this pathway of anguish, a hale caravan of wounded soul be walking with me. "" "" (Ashfaq Ahmed) """,1
in-need,gb,"Destitute, oregon clutching a smart - phone? Rather than getting pick up upwardly in arguments about who is most in need, we must just move as fast as we can to improve lives. Literally and metaphorically, we need to pull people out of the water first, and ask motion second. So if you can, sign up to be a foster carer, not just a refugee foster carer. Compassion should have no borders.",1
disabled,ng,"The organizing committee also confirmed that Russian low - income citizen, including family with many children, orphan and handicapped people, will comprise capable to jaw the Alliance Cup matches for free.",1
hopeless,lk,"The residents of Poranu Kotuwa who were divest of level headed and self governing liveliness in normal weather conditions, are facing a rightfully hopeless future.",1
in-need,my,"While many Muslims can look on their blessings, they should non leave the fate of those who are poor and in penury of assist.",1
in-need,sg,""" Dr. Deoxycytidine monophosphate K Lee, Headman Executive and Medical Director of Hong Kong Red Cross Blood Transfusion Service, said, "" "" We are very beaming that Asiaray not only supports but also participates in the ' Give Blood Alliance '. We look forward to its creative and integrated publicity campaign helping to efficaciously encourage all manner of walking of life, especially young citizenry, to give blood regularly to benefit those in need. "" "" """,1
poor-families,za,"Relief program are being scaled up to meet rising needs, but to save lives and prevent decades of development progress from being irreversibly erode, more must be done. We need to provide more people with urgently needed cash and food aid. We need to reach more minor with specialised nutritional support to block greater numbers from becoming malnourished. And we need to expand social safety meshwork that buffer the impact of this crisis, such as school alimentation programmes so children from poor families get at least one good meal a day. The urgency of the situation is irrefutable. But humanitarian aid is not keeping pace with the tremendous needs. Not even close. In fact, there is a staggering funding gap - - and information technology is a tragedy in the making.",1
in-need,us,""" Dr. Lester Keith, doctor and professor of business administration, and others are checking with local transportation groups to fancy if they backside bring those in need of a meal to the college for the tetrad p. m. dinner. "" "" We will also be contacting local soup kitchens as a pickup location and will work with them to transport any leftovers to them and then there is no wasted food, "" "" Dr. Keith said. """,1
refugee,my,"SINCE open information technology door to Syrians fleeing war, Sverige has welcomed record number of refugees and a small merely uprise group are taking fast - track to job, jerk unemployment trends.",1
vulnerable,nz,2. Limiting interestingness charged in relation to the OCR. Loanword sharks target the short and keep them trapped in the prison of poverty with crippling sake rate. Government can help here with some trade protection for the vulnerable.,1
homeless,pk,"Back to the commercial grade, the artists mentioned above asking the hearing to donate for stateless children, senior citizens and above all for Edhi, who was always willing to lend a hand to anyone world health organization needed it.",1
in-need,hk,Hope Rein span rescued horses with kids in demand <atomic number 1> The faith - based organization pass equine counselors to children who have face abuse and neglectfulness,1
immigrant,us,""" Dreamers are immigrant world health organization were brought into the United Commonwealth illicitly as baby. Under the program Chief executive Obama created, "" "" Dreamers "" "" get be allowed to ride out legally. """,1
homeless,ng,""" All these service make up primed towards, in Mother Teresa ' s ain word of honor, "" "" the hungry, the naked, the homeless, the crippled, the subterfuge, the lepers, all those mass who feel unwanted, unloved, uncared for throughout society, people that have become a burden to the society and are ban by everyone. "" "" """,1
vulnerable,jm,"The paper demonstrates wherefore stakeholder consultations with a variety of informed player from businesses, civil society, labour organisations, academia, and others including those who can put up a voice for the most vulnerable, matter. Information technology describes the various mechanisms and processes that countries such as Korea, Japan, the US and others have introduced to secure that stakeholders ' interests have help oneself create or balance the broader objectives of trade wind negotiators.",1
poor-families,au,"Indian children from poor families ne'er get a chance to expend a computer. Nor do they get a fortune to speak English. For the most portion, their English teachers themselves struggle to mouth it advantageously because they too make up badly learn.",1
vulnerable,ie,"She was only 26 at the time and looks like a trapped, wound animal backed into a corner and staring straight down the barrel of a accelerator pedal. The raw anguish she exudes in that picture emotes the harsh realities of heroin dependency as this truly vulnerable and broken soul cries proscribed for aid behind tear - filled eyes.",1
women,tz,"KWIECO boasts to have fill out construction of a centre for victim of sex violence at Shanty Town, where victims call, stay temporarily when are counseled, getting medical attention and undergo capacity building and authorization on how to set about new life. 75 women got such services at the centre that own 10 seam but with a capacity to accommodate 18.",1
immigrant,bd,"Trump seeks $ 25 billion for perimeter paries, offers ' Dreamer ' citizenship <h> President Donald Trump on Wednesday previewed his precis for an immigration bill that atomic number 2 will encourage next week, saying he wants $ 25 billion (17. 6 billion pounds) to build a border wall and be open to granting citizenship to illegal immigrants who were brought to the United State as children.",1
poor-families,gb,"The school is doing fine. It has the total number of 19 teaching staff, 2 administrative staff, unity librarian and 2 supportive staff. The entire number of student is 392, out of these 97 are from soh Children ' s Village, and 100 follow from the scholarship programme and the rest from the community around. The scholarship computer program was introduced to deliver children from our target i. e. children from miserable families, those at risk of losing parental care and those who have lost their parents. The organization provides them with all school materials including uniforms and exercise books.",1
homeless,gb,"Over the last place yr, they have helped allow various types of support to numerous struggle individuals and families by matching those wanting to give help to those who need information technology, from painting and decorating family house in poor consideration, organising days out for underprivileged children and helping the homeless.",1
in-need,gh,""" As a child, I have always been told to render to those who are in need. I have been raised up to believe that if I do n ' t give to the needy, I will find my way to hell. Due to these teachings that has been imbued in me, I have been generally been sympathetic to the needy. After all it is said in the Holy Scriptures that "" "" there is blessing in giving than receiving "" "". Growing up, I birth however disabused my mind of this notion. I am just tired of seeing a familiar face beg on the street for far too long, I am tired of giving money to a beggar who asks me for money today and yet ingloriously ask me for help again when he or she meets pine tree state on the side by side day. """,1
homeless,gh,"As a result, millions of Syrian as well as peoples of other countries in the realm have be ca ca both homeless and hopeless.",1
in-need,us,""" "" "" As Briggs & amp; Stratton celebrates its 110th anniversary year, what well way to reaffirm our commitment to the Milwaukee community than by providing $ one million to kids in pauperism of pediatric care, "" "" said Rick Carpenter, frailty chief executive corporate marketing. "" "" We are lucky to have one of the nation ' s top pediatric hospitals right here within our community and Briggs & amp; Stratton firmly suffer behind its commitment to expand its support into the future tense. "" "" """,1
homeless,my,"This collaboration between Institut Onn Ja ' afar (IOJ) with Yayasan Chow Outfit (YCK) invites all Malaysians to fall in breakfast to the homeless person by starting their soup kitchen as ahead of time as 7am. They operate once every two workweek, on the first and third Wednesdays of each month outside KL Krash Pad at 346, Jalan Tuanku Abdul Rahman.",1
poor-families,my,""" A Catholic mother convinced her family to have a different Christmas. They saved money for a month and decided not to receive gifts in order to assist ii poor families, unmatched Catholic and one Buddhist. "" "" What One want be for my children to get a line the true meaning of Christmas, "" "" she said. """,1
homeless,ph,"He would have found joy in spending fourth dimension with the homeless small fry of Manila. The children, ubiquitous in the metropolis as they beg for alms, regrettably missed possibly the only chance in their life time to receive papal blessings. Social well being personnel spirited them away, considering the 5 - day papal visit a good time to introduce the homeless to dwellings with doors and sanitization facilities.",1
homeless,jm,News <h> From homeless to hopeful <h> Portland ' s indigent get a cap over their brain,1
disabled,ph,"Over a hundred children got glimpses of such bit through stories at the Read - Along last week at the Inquirer ' s independent office in Makati City - - the warmth that envelops a disabled child upon breakthrough of a father ' s unconditional love, beaver state the exhilaration that comes when support from loved ones regenerate one ' s determination to pursue a dream operating theatre start a new one.",1
vulnerable,sg,"Meanwhile, Social and Family Development Pastor Suntan Chuan - Jin say his ministry would pore on strengthening wedding and families, providing a adept scratch in life for the young, helping the vulnerable and fostering a lovingness community.",1
vulnerable,us,"Over the years, I accept worked very hard getting the word out astir this national disgrace. Our most vulnerable citizens in long - term tutelage facilities do not have a voice and FATE has been able to satisfy that vacancy by speaking loud and clear for them and their families about abuses in long - term care facility and, in particular, the overmedication of the patients in those places.",1
hopeless,gh,"He enounce the current local derivatives or names exudes grimness, somberness and suggests still the macabre in the minds of people so that martyr be often tagged hopeless case still where in that location was hope.",1
in-need,ca,"NDP foreign affairs critic Paul Sir james dewar accused the governance of break from the international community as well as Canada ' s ain tradition of accepting those most in need of trade protection, no thing their backgrounds.",1
in-need,in,"In the urban center of Hyderabad, ' Walls of Kindness ' appeared over the weekend. A joint movement of the Greater Hyderabad Municipal Corporation (GHMC) and the citizen of the Rajendranagar expanse, the ' Walls ' encourage people to leave quran, clothes, footwear and other erstwhile things for people in need.",1
poor-families,ph,"bishop having a repast with poor families on the eve of the International Eucharistic Congress (IEC) was meaningful symbol. Without it, the opening Mass on Sunday would have been nothing more than ritual reverence of the Eucharist. And fear is not enough. Papal legate Charles Maung Carmine Bo stressed in his homily the need for Christians to make the poor feeling Christ ' s love life for them.",1
disabled,ph,"Now everybody wonders how she takes tutelage of herself, inhabit with her disabled daughter after her married man died more than twenty years ago.",1
in-need,ph,"Not everyone would want to spend their particular day stretch help to the people who are less fortunate, and Soberano is an exception. Back in 2015, the 19 - year erstwhile actress chose to celebrate her 18th birthday early, giving back all the blessings she received for the year. If reaching out to those in need is in her nature, then information technology would n ' t be so hard for Soberano to come up with an advocacy that she volition bring to the Miss Universe. <h> ii. When she attends Star Magic Ball",1
hopeless,pk,"Atomic number 2 delineate the life of unseasoned Muslims in the dominion as hopeless, with many feeling stateless and confronting unemployment rates well above the home average. Most of his champion, atomic number 2 enjoin, had done jail time.",1
disabled,jm,"They wish for our children, elderly, disabled, and homes, but are we doing adequate to study care of them?",1
in-need,ph,""" "" "" H. E. R. O. gives a prospect to employees to attain out and help those who are in need, "" "" plowshare CEMEX treasury operations team up lead in Asia Daisy delos Angeles. She also believes that employee volunteerism, like what they do, is indicative of employee - company ' s unite mission to manifest vexation for society. """,1
poor-families,au,""" "" "" Everyone get a mistake, no one ' s perfect tense. Execution is very bad, no 1 like information technology. We palpate real drear for these poor, poor household. """,1
migrant,nz,""" Formosan nurse Amy Gouge rear end not sympathise why migrants would select to subsist in the metropolis when they commode be in "" "" paradise "" "". """,1
disabled,gh,"Motsepe and his married woman Precious make the Motsepe Foundation in 1999 to help create new jobs, supporting education, and ameliorate the life of child, the unemployed, and the disabled, among others.",1
migrant,gh,"These action must, also, seek to enhance the sensory faculty of citizenship and active participation of strange nationals and immigrants, equally well as educating them on the values of tolerance and the rejection of all form of discrimination, racism and hatred.",1
homeless,ng,"It was about noon. The passion from the afternoon sun baked Oshodi with intensity, and perspiration ran down the cheeks of the family line plying their trade in the chaotic commercial environment. A young teenager sat on a fence close to the main road. At that particular time, a good number of his peers would be in schoolhouse. But he be inside the scorching sun, trying to eke out a living. He eagerly hoped to see a commercial driver that would hire his services for that day. Sports meeting Seun Fola? jin, a 17 - year - old homeless stripling who has been living underneath the bridge at Oshodi since 2011.",1
hopeless,us,"Denied gravitas and hope, despair and anger have set in among Arab Jerusalemites. Whitney young Palestinians witness their parent ' despair and see their own futures as devoid of promise. This sense of hopelessness is the root cause of the current violence.",1
women,bd,""" Salina Hayat Ivy, Mayor of Narayanganj City Corp said: "" "" Political party leaders should consider us as human beings rather than as women. If men changed their perspective towards women, then we would have accomplish success. "" "" """,1
homeless,ph,"On hunger, homelessness, disease: This be the lot of the hapless and unwashed. Accepted sodium (they ' re spendable ).",1
