community,country,text,labels
homeless,gh,"Help is yet to come to residents of Zabzugu in the Northern Region , a week after a heavy downpour rendered them homeless .",0
hopeless,bd,"Now this gentleman , in the short span of his career , has have lived almost everywhere in the world his entire life so far . He is somebody with a truck of experience , a mountain of credentials and an unsurpassable amount of attractiveness . I was helpless ; I was hopeless . I was finally in love . When you 're in love , no matter how big of a feminist you are , you become secondary . He became the wind , I become the sail .",0
hopeless,gh,These centenarians talk about their life experiences and lessons to help you keep your head up . They are also great examples of why you should not feel hopeless over the small stuff as nothing lasts forever and pain is only temporary .,0
immigrant,lk,"Ramanan is very optimistic about her company , believing everyone is equal and deserves a chance : London is a city of immigrants ... Not enough is said about the great positives that immigrants bring .",0
homeless,nz,Anthony Torres was just trying to clean up after days spent in a homeless shelter .,0
in-need,in,""""""" The sector is in need of policy reforms : increase outlays on education sector spending , encourage private-participation in formal education , laws to protect the Intellectual rights for educational content , stringent implementation of government schemes and measurement of the efficacy of the work undertaken , """" Seshasai said .""",0
vulnerable,us,"Already , more frequent droughts , floods and other climate-related disasters in the most vulnerable countries are forcing entire communities to flee their homes . Military experts predict that conflicts over shrinking food and water supplies will destabilize already shaky governments and economies around the world .",0
homeless,jm,"Keva Davis , of the neighbouring Red Ground community , said many of Negril 's less fortunate and homeless have been beneficiaries of the programme and for this she is very grateful .",1
refugee,nz,"The miserly nature of New Zealand 's response to the global refugee crisis continues apace . Yesterday 's announcement of an increase in our intake of UNHCR refugees from 750 to 1,000 refugees will only kick in from 2018 , after the recent special intake of 650 Syrian refugees over two years ... More&gt;&gt;",0
migrant,sg,"To understand what makes Wild Wild Country such an explosive story , it 's vital to understand the relationship which Sheela shared with Rajneesh . She confesses to being deeply in love with Osho , and it is out of this love and a burning desire to make his dream come true that she finds herself in the centre of a raging battle between Rajneeshees ( followers of Rajneesh ) and the law enforcement officials in the US . It 's a story of fear and paranoia , and what people end up doing to protect something that they love and worship . In a way , this is about xenophobia and mistrust , racism , the story of two ideologies and cultures clashing with each other , the story of locals vs immigrants , the story of conflicting lifestyles and beliefs , the story of what 's moral and amoral . No wonder , the story resonantes so much even today because , even though it unfolds in 1980s , there is so much that mankind has n't learnt yet about what happens when greed engulfs your mind .",0
poor-families,ke,"Other studies have confirmed this , showing that the summer slide affects children of affluent families less than poor families , because of increased access . In many cases , affluent children will actually gain in reading outcomes over the holiday , while poor kids regress .",0
poor-families,in,"In a mass marriage ceremony organized here , 10 couples from poor families tied nuptial knots on Friday . The ceremony organized by a socio-cultural organization ? Utkaliya Lagono Ustav Samhua , was indeed a dream come true for young men and women who could not afford the expenses of a marriage ceremony .",1
homeless,sg,"Lilia Caberio is from Sulangan , in the Philippines . In 2013 , her house was destroyed by the 170 mile per hour winds and 6-metre high storm surge during Typhoon Haiyan , and for a while she lived with her family in a tent erected where her home used to be . The typhoon was frightening enough for Lilia , but homelessness must have felt even more so . Until Elizabeth came along .",1
immigrant,hk,"The 63-year-old also has been a longtime critic of President Donald Trump , and has been part of several efforts to push back against some of his actions in the White House , like the rescinding of protection for immigrants brought to the U.S. illegally as children .",0
migrant,au,"Most -- including numerous physicians , researchers , business owners and cab drivers -- immigrated to this country to seek a better life , and , in the process , like other immigrants , made America a better country .",0
poor-families,pk,Sargodha prostitution ring : Educated girls from poor families being taken abroad and forced to sell bodies,0
disabled,us,Reply link does not work in your browser because JavaScript is disabled.Reply,0
disabled,gh,"The meeting highlighted the importance of the cooperation between ISSF and IPC , in order to further develop the sport among disabled athletes and promote inclusion in the 2020 Para Olympics .",0
migrant,ng,"The Africa story is not unique . The United States of America was colonized by both Britain and Spain , almost at the same time . Most Americans are descendants of immigrants and revolutionists .",0
disabled,gh,""""""" Most of the time , you will hear people advocating the inclusion of women in governance because they are vulnerable . What most people fail to recognise , however , is that disabled persons are even more vulnerable than women and need to be supported , """" he added .""",1
vulnerable,pk,The financial services sector is among the most vulnerable to cybercrime because of the vast amount of money and valuable data that banks and investment firms process each day .,0
migrant,ph,"""VIENTIANE , LAO PDR , May 17 -- Nine labour ministers of the Association of South East Asian Nations ( ASEAN ) , assembled in this capital city of land-locked Lao People 's Democratic Republic for their 24th biennial meeting , unanimously adopted the proposal of the Philippines to finalize by September 2016 , at the earliest , or by April 2017 , at the latest , the draft ASEAN instrument on the protection and promotion of the rights of migrant workers . """" This is a breakthrough in the negotiations for the instrument , more than 85 percent of which is already finished , """" Baldoz added.At the meeting , Bald ... Read more""",0
immigrant,gb,"""On Thursday , 11 Democratic members of Congress including Lucille Roybal-Allard of California and Luis Guti ? rrez of Illinois joined forces to call for an end to immigrant family detention . They recently gained the influential backing of Hillary Clinton , the leading candidate for Democratic presidential nomination in 2016 , who said that she was """" very worried """" about detention facilities for vulnerable people and children .""",0
disabled,tz,"Amon Mpanju , a vision-challenged disabled traveling with the candidate , said of Dr Magufuli to be a real patriot who has worked for the country with great diligence .",0
immigrant,hk,"Wong , a cardiologist who has been serving in Tuen Mun Hospital for a decade , said the number of new immigrant patients has been on the rise , giving a ratio up to five out of 10 .",0
vulnerable,ke,"Setting and remembering new passwords can be annoying . This however , might be a critical step to maintaining your online security . Change up your passwords every three to six months . This will throw off any hackers that might have been close to accessing your information . Be keen not to use the same password on all your accounts as this will make them all vulnerable if one is hacked .",0
immigrant,jm,"A : As a general rule , new immigrants to the US do NOT need to become citizens before filing immigrant petitions . It seems to be a common misconception that people must wait to become citizens before filing -- we see cases of spouses or parents waiting years to become citizens before filing immigrant petitions for their husbands , wives and children , enduring protracted separations from their loved ones in the meantime . However , this prolonged separation does not necessarily have to happen !",0
poor-families,gb,"Children from poor families are more likely to eat junk food , claim researchers",0
women,pk,Why are all these laws against women ? Are n't women and men both created by the same God ?,0
vulnerable,jm,"THE Child Development Agency ( CDA ) is encouraging families to explore alternatives to State care for children in need of care and protection , as it continues to reach out to vulnerable children who are referred to the agency as a result of abuse , neglect , trauma , disability , among other factors .",0
poor-families,ke,"At the same time , Makueni County government has spent Sh265 million on bursaries and scholarships to support students from poor families to pursue education .",0
women,bd,"For women wanting to start or expand a business , access to finance is key . Seventy percent of women-owned micro , small and medium enterprises ( MSMEs ) are underserved by financial institutions in developing countries . Women struggle to borrow in a region where land is required as collateral but where very few are landowners . So women-owned enterprises are consistently smaller and concentrated in less profitable sectors .",0
in-need,gh,""""""" This operation to protect civilians in the region also aimed to bring medical assistance to people in need , """" the head of Minusma , Mahamat Saleh Annadif , said in the statement .""",0
immigrant,au,Instead Mr Dastyari focused on his immigrant background and arriving in Australia at the age of four with his parents who fled Iran in the 1980s .,0
hopeless,ng,"Sometimes we find ourselves netted in mind-boggling conditions . We 're betrayed , deceived , and abused . Sadly , many times the persons who we expect to protect , love , and support us are the perpetrators . What do we do in such heartbreaking situations where we feel hopeless and defeated ?",0
disabled,gh,"My duties at CAF have never conflicted or disabled me from discharging my duties at the GFA . The two roles are inextricably and inter-wovenly connected . Just yesterday the UEFA congress passed a new amendment that makes it mandatory for members of the UEFA executive committee to hold active positions on their federations as president , vice president , general secretary or chief executive officer . My last trip to the CAF exco meeting in morocco and being part of the CAF delegation to the UEFA congress in Bratislva offered the GFA , CAF and other African FAs direct benefits through my presence .",0
homeless,gh,Scores of residents at the Nungua farms in Accra have been rendered homeless after their houses were demolished by the Agric Ministry .,0
women,us,""""""" It is worth trying , """" he said , because """" there are women , children , innocent civilians who can get food and medical supplies to get some relief from the terror of constant bombings . """" Citing """" grave differences , """" Obama said that """" it 's premature for us to say there 's a clear path forward , but there 's the possibility , at least for us , to make some progress . """"""",0
disabled,hk,"Companies that do n't meet this quota have to pay into a fund called the Baozhang Jin ( ? ? ? ) . The necessary amount again varies according to location , but the majority of companies choose to pay into the fund rather than employ the requisite amount of disabled workers that would absolve them from paying . Reluctance to train disabled staff and integrate them into the company structure is a commonly cited reason for this , but the fact that a minority of companies choose not to take advantage of the Baozhang Jin 's exemption is one of the root causes of China 's low disabled employment rate . <h> How is ' disability ' defined in China ?",0
migrant,sg,"""Ryan says he plans to serve out the remainder of his term , so he may have the opportunity to add to his legacy . Last October , following the mass shooting in Las Vegas , Ryan said he would """" look into """" the banning of bump stocks . There 's also the matter of the 800,000 """" Dreamers """" -- undocumented immigrants who were brought into the country as children who were protected under the Deferred Action for Childhood Arrivals ( DACA ) program , which Trump ended . Last September , Ryan told those affected by the rescinding of DACA to """" rest easy , """" as Congress would take action to allow them to stay in the country . No such bill has passed Congress yet .""",1
poor-families,gb,Pepe divides opinion among football fans but the Portugal defender proved a Good Samaritan as he paid for nine tonnes of food to be distributed to poor families of the Las Rozas district in the Spanish capital .,1
disabled,hk,"The government treats the welfare of the old and the disabled as a burden . Therefore , we have a care policy based on exploitation . <h> Support independent media <h> Partner with HKFP <h> What is Hong Kong Free Press ?",0
migrant,pk,"Roraima has the majority of immigrants . Authorities estimated there were some 25,000 Venezuelan residents in the state capital Boa Vista alone , which account for 7.5 percent of the city 's total population .",0
homeless,hk,"Thousands of homeless Iranians huddled against the cold late on Monday , a day after at least 450 people were killed in Iran 's deadliest earthquake in more than a decade , Reuters reports , citing state television ....",1
homeless,pk,"""Hayley Squires , who won the award as best newcomer for her performance as Katy , a struggling single mother , told Xinhua , """" We did a lot of research . I met people in homeless hostels , in Katy 's position ; and I visited a food bank about four days before we did the scene . It is pretty delicate research ; you are stepping into people 's lives , who are in crisis . You are talking about people 's lives and what they go through daily ; if you let go of that , then there is a lack of truth in you . """"""",0
immigrant,in,"In addition to insufficient H-1B visa numbers , the BRT report found other challenges for the US immigration system include low annual limits on employment-based green cards , high denial rates for intra-company transfers and a lack of visas for both immigrant entrepreneurs and year-round lower-skilled workers .",0
in-need,ie,"""The ladies did n't want to give up their knitting sessions , and it has now evolved into the ' community craft corner ' , """" which has become a phenomenal success """" , for everyone interested in knitting and crochet each Monday and Friday at 11am . While indulging their own hobby , they are also creating gifts for those in need - such as blankets for the elderly , and bonnets for premature babies . An unusual source of their enterprises are ex-battery farm hens , who have now been rescued for greener pastures .""",0
vulnerable,my,"""After her parents high-profile divorce after over 40 years of being married , in which her father was ordered by the UK court to pay her mother ? 64mil ( RM355mil ) in settlement , and despite Angeline feeling happy over all she has achieved in life , she admits that it is sad that things have not quite worked out for her """" vulnerable """" father regardless all the riches in the world .""",0
women,bd,"She said since women in her village started migrating for employment , their families have become solvent and , in some cases , even wealthy .",0
poor-families,za,"The education trust was established in 1995 to assist orphans and children from poor families who could not afford school and higher education fees , and according to the presidency , had to date educated more than 20,000 children and students , including graduates in accounting , education , architectural studies , biomedical engineering , marketing , law , science and technology .",0
hopeless,lk,Perhaps hopelessness is the very soil that nourishes human hope ; perhaps one could never find sense in life without first experiencing its absurdity,0
hopeless,ie,But Lindsay said it was important mums knew there was light at the end of the tunnel and they were not alone or in a hopeless situation .,0
homeless,ke,"The main platforms of the station were laid with tables and decorated with a Christmas tree and garlands as over 200 homeless people in London were served dinner by 80 volunteers from Network Rail , alongside volunteers ' from other charities .",1
immigrant,lk,"Hundreds of history books have been written about Sri Lanka , according to Dr. Sebastian , and he felt his passion was not an excuse to add burden to the reader 's purse and shelf . So he set out to be different , starting from the geological formation of the island and Stone-Age man to present times , tracing the ethnicity from the aboriginal period and the earliest immigrants to the historic period , while weaving in the influence of the rest of the world .",0
immigrant,ca,"""He said it 's """" right """" that those who do n't qualify for refugee status should be sent home . He said Friday that it 's """" absolutely vital """" for the integrity of the system that the distinction between a refugee fleeing persecution and someone who is an economic immigrant is """" maintained . """"""",0
migrant,bd,"He said the migrants , all of them disoriented after three days of walking , were being taken from Costa Rica to Honduras , according to a New York Times report .",0
poor-families,ca,Osoyoos student excited about running across Haiti to help educate poor families,1
homeless,ca,"Most of the new funding , more than double the amount from this year , will come from borrowing that voters authorized in 2016 to address homelessness .",0
hopeless,ie,"""The opening novella , Paris for One , is the real gem here . It follows Nell , a 26-year-old accounts administrator who tends to play it safe ? ? - she carefully draws up pro-and-con lists before making so much as a sandwich order at work - until she spontaneously decides to book a weekend getaway for herself and her hopeless boyfriend . Claiming to be """" held up """" at work , he fails to show up for the Eurostar , and Nell ends up alone in the French capital .""",0
homeless,za,"Many such South Africans find themselves , as the occupants of the Marikana informal settlement near Cape Town did , precariously settled on the margins of the city and facing a certain future homelessness .",0
in-need,au,"""He declined to say what the Nationals ' main needs are , noting , """" We have a very versatile roster . """"""",0
refugee,bd,"""Kiren Rijiju , India 's state minister for Home Affairs , on August 14 shot back at international agencies and human rights groups that were seeking to """" demonise """" India because of its decision to deport the refugees .""",0
women,ph,"For Donald , this meant hiring diversely . Today , the corporation is one of a few Fortune 500 global companies to have an African-American CEO , it has four brands run by women , multiple high-level executives from ethnic minorities , and it was named in 2016 's 50 Best Companies for Diversity list by Black Enterprise Magazine . However , Donald does n't view diverse hiring as a box-checking exercise , but rather as a corporate imperative that fuels the kind of innovative thinking that leads to ground-breaking guest experiences and drives business success . This forward-thinking attitude earned him top spot in the Financial Times Empower 100 Ethnicity Minority Leaders list in 2017 .",0
disabled,gb,"You currently have JavaScript disabled , functionality will be limited <h> Bure flood centenary commemoration afternoon",0
homeless,my,"Even if the dog had been a homeless stray , she said , it should not have been euthanised on the spot .",0
refugee,ke,"About 60,000 people have fled South Sudan since violence escalated over the past three weeks , the United Nations refugee agency UNHCR said on Tuesday .",0
refugee,in,"Indian border forces have apprehended only 12 Rohingya refugees in the past month who infiltrated into India via Bangladesh , at a time when almost 4 lakh refugees fled to Bangladesh from Myanmar . Speaking to a select group of journalists this week KK Sharma , director-general BSF , said .",0
migrant,pk,"Trump will try to show that despite the setbacks , his administration has detained more migrants who arrived to the United States illegally .",0
disabled,jm,News <h> Bloomfield to bat for disabled persons,1
homeless,au,Older homeless adults die at a rate four to five times what would be expected in the general population but die from different causes than do younger homeless adults . They die from the same causes as do other people -- heart disease and cancer -- but they do so 20 to 30 years earlier .,0
women,gb,"A decade after five women were murdered in Suffolk , things have changed ; new police guideline say prostitutes should be protected not prosecuted .",0
homeless,sg,"The photo of a Hyderabad traffic policeman feeding an elderly homeless woman has gone viral , earning him accolades from social media users and from the Home Minister of the state .",1
migrant,au,"More than 200 people are resettled in Launceston each year , with 13 migrant groups now calling the city home .",0
immigrant,za,"The Irish immigrant also faced a charge of attempted murder , and was alleged to have shot and wounded a gardener at the Bluff duplex where she lived .",0
women,ie,""""""" I think with Irish women , the minimalist thing is n't going to work as colour and texture are too ingrained in our identity . """"""",0
refugee,au,"Another aid group , CARE , estimates that almost half a million refugees living in the camps have either witnessed or experienced sexual violence including rape .",0
refugee,ca,There was a spike of 551 applications last October -- one month after a photograph of a dead Syrian child shone a spotlight on the plight of the 4.6 million people seeking refugee from the violence in Syria .,0
disabled,pk,"""Supreme Court judge Sheikh Azmat Saeed while paying rich tribute to Pakistani women cricket team remarked """" our government should tell if our women are disabled or crippled . Federal government neither grants them promotions nor allows them seniority as per the law """" .""",0
in-need,ke,One consequence is that it keeps us permanently in need of ruinously expensive skills from Western Europe and North America .,0
refugee,jm,"RICE bitters or Andrographis paniculata is an extremely bitter herb , which is believed to have been brought to Jamaica by Vietnamese refugees back in the 1960s .",0
immigrant,gh,"It will be providing Africans , especially young and new immigrants , with a more inclusive feel of being in America by positively opening them up to challenges while providing a competitive ground on which to develop .",1
migrant,bd,The US Supreme Court challenge to President Barack Obama 's immigration policies could have an impact far beyond determining whether millions of undocumented immigrants can remain in the country . The case has the potential to constrain the power of Obama 's successor to bypass Congress and act alone .,0
homeless,pk,"In January 2010 , a huge landslide occurred , which left hundreds of families homeless . Baba Jan dared to organise the homeless people in order to lobby for seeking compensation and rehabilitation for them . In August 2011 , ordinary people were protesting for the rights of several families who never received any compensation when the police opened fire and killed innocent people ; this led to protests starting off in several towns . Thereafter , arrest warrants were issued against several protestors ; Baba Jan and other activists were arrested and brutally tortured . Later , they were charged under the provisions of the Anti-Terrorism Act , and an anti-terrorism court sentenced Baba and other activists to life imprisonment .",0
disabled,gb,"""The shamed South African double amputee , who murdered Reeve Steenkamp on Valentine 's Day in 2013 , won his claim to be moved to a newly refurbished , """" more relaxed """" prison aimed at """" low-risk non violent offenders """" and disabled inmates .""",0
women,sg,"""But things got a little emotional when the women were surprised with a special video from their family and friends . The song is off of their up coming album """" Get Weird """" and is obviously about a relationship ending .""",0
in-need,nz,"30 August 2018 : People in need in our communities are set to receive 20,000 wellbeing packs from LOral New Zealand . The donations will be distributed nationwide through non-profit organisations including The Salvation Army , Auckland City Mission , Womens ... 30 August 2018 : People in need in our communities are set to receive 20,000 wellbeing packs from L'Or ? al New Zealand . The donations will be distributed nationwide through non-profit organisations including The Salvation Army , Auckland City Mission , Women 's Refuge , Ronald McDonald House and Fostering Kids NZ .",0
vulnerable,za,The First Lady 's remarks came only a day after Sweden increased its support to the Zimbabwe Resilience Building Fund by $8 million to support vulnerable communities in 21 districts .,0
in-need,tz,What is the reason behind NMB doing this now ? Could it be the bank is in need of funds and is going through a certain crisis ?,0
disabled,pk,"Named as ' NLC Dost Recovery ' , the service will be available 24/7 round the year and is first of its kind along GT Road which will alleviate the hardships being faced by commuters in general and transporters in particular in event of mishaps and breakdowns . Latest machinery and equipment has been placed at the important equidistant facilities astride GT Road to help motorists and truckers in timely recovery of light and heavy vehicles . A dedicated helpline UAN- 042-111-321-321 has been established for prompt response to salvage and rescue the disabled /damaged vehicles .",0
women,tz,The research which was carried out by Ndemanyiswa Mbise in five border posts late last year shows that women from the survey areas perceive the EAC as an institution for high profile people in the governments only .,0
in-need,hk,"""These include """" creating a new path """" in political development , """" adjusting the attitude toward financial reserves and sharing the fruits of development with those in need """" , increasing Hong Kong 's competitiveness """" as a world super-connector """" , and making """" accurate predictions on government earnings """" .""",0
hopeless,nz,""""""" I was absolutely useless at school , hopeless at writing and stuff like that , """" he says .""",0
homeless,tz,They said in the past two days the homeless residents were braving rains and cold without shelter . They therefore urged the government and other stakeholders to come forward and offer moral and material support to the victims .,0
homeless,tz,"A survey conducted by this paper yesterday revealed that various houses were set on fire , rendering hundreds of people homeless .",0
women,ph,"The next match between Korea ? s Park Eunji and former champion Liu had every twist and turn imaginable . Although she hasn ? t won any high profile tournaments , Park is clearly one of the rising stars in women ? s pool . She plays the game with a quiet panache , confident and cool . She also has moments when the wheels fall off but then she suddenly finds a way out of the morass .",0
homeless,my,"Meanwhile , the Red Cross has set up an emergency shelter at an area high schools to help those left homeless by the disaster . -- AFP",0
migrant,ca,"Will and Kate will tour the Immigrant Services Society 's new 58,000-square-foot Welcome Centre ( 2610 Victoria Dr. ) , a facility that provides settlement , education and employment services to more than 25,000 immigrants and refugees each year . They 'll meet with Syrian refugees , and discuss issues such as housing , employment and mental health .",0
homeless,lk,"Despite the barrage of ads encouraging people to vote , thousands were unable to use their power of franchise yesterday . They included workers who keep vital services running -- including services that enable others to cast their votes . Others include the homeless , who lack an address needed for inclusion on the electoral register . An estimated 1.5 ... <h> Universal franchise , a fiction for those who ca n't vote",0
immigrant,bd,"Quoting one of the migrants named ' Ali ' , he said ' a coyote ' , someone who smuggles illegal immigrants into the US , had robbed them and then left them stranded .",0
homeless,sg,"Carson pointed out that despite this year 's recorded increase in people experiencing homelessness , there has been an overall decrease in the past decade and a half . The overall figure of 800,000 people homeless 15 years ago was much higher than this year 's roughly 554,000 people , he said .",0
hopeless,ke,"The launch of ' Happy Birthday ' took place last Saturday at the All Saints Cathedral . The book explores the roles played by Mau Mau heroes and revolves around the struggle for Independence , hopelessness , unemployment , heroism and personal discipline . The book is authored by Njuguna Kimunya .",0
hopeless,nz,"These moments , while I 'm in them , seem to go on for hours . The notion of time does n't seem to exist in this state , but in my little girl 's reality they are but moments - a lifetime of feelings in the briefest of moments . The overwhelming despair and hopelessness are such strong illusionists .",0
immigrant,nz,"Some voters went to the right , wooed by the populist anti-immigrant rationale for their problems . With catastrophe looming , Labour 's Samson quit Parliament just before Christmas . His successor made token attempts to claw back support -- Labour took a 60% wealth tax on high earners into yesterday 's election , but it was too little , too late . Many centre-left votes went to the Greens , which more than trebled its seats from four to 14 yesterday .",0
refugee,tz,""""""" And so apart from Al Nakba of 1948 when Palestinians were uprooted from their homeland and turned into refugees , Israel mounted a second military operation in 1967 by occupying West Bank , Gaza and Jerusalem , """" Ghannam further explained .""",0
women,ie,"""Doctor Murphy echoed this stating that travel is not an option for many women . """" We need to acknowledge that abortion is in Ireland .""",0
women,za,"Women with intellectual disabilities died at an average age of 63 , 20 years earlier than women in general . In the general population of England and Wales , 13% of deaths could feasibly have been prevented with better healthcare . That compares to 37% of deaths among people with intellectual disabilities , based on information from their death certificates . The researchers also reviewed the deaths of 58 people without intellectual disabilities .",0
in-need,gh,"At a ceremony held in Accra , she said the presence of disable persons begging on the streets and the absence of ambulance to aid in the transfer of patients in need of critical help , moved her to donate the items .",1
migrant,ph,"If confirmed , the disaster would be one of the worst seen during the decades-long migrant crisis in the southern Mediterranean and would bring the total number of dead since the beginning of the year to more than 1,500 .",0
immigrant,pk,"Diana Guerrero , famously known as Maritza Ramos from the hit TV series Orange Is the New Black , was just one of over 700 Hollywood celebrities to take part in the nationwide rallies that support reuniting immigrant families . The actor delivered a powerful speech at the Families Belong Together demonstration in Washington DC as she recalled being separated from her own family 17 years ago , quoted The Hollywood Reporter .",0
homeless,hk,"""SoCO 's Ng says that the government ceases to fund most homeless people at a shelter after six months . """" No matter what institution it is ... would they pay for the sleepers out of their own pocket ? """" asked Ng . """" Therefore they have to leave . """"""",0
in-need,pk,"Dorothea Hilhorst , a professor at the International Institute of Social Studies in Rotterdam , said aid agencies had viewed sexual misconduct within their operations as an important matter but had not seen it as urgent amid a host of competing challenges in their efforts to assist those in need .",0
in-need,my,"Nurulhidayah said that such concept of ' Pay It Forward ' was similar to ' suspended meals ' where financially able individuals pay in advance for food , to be given to folks in need .",0
disabled,in,"""More than 25 disabled sportspersons also also took part in the camp . Sippy 's brother Jippy said , """" My brother always supported disabled sportspersons and used to get associated with several good causes . This is in his remembrance . """"""",0
poor-families,nz,Their poor families having to endure them on the tele . I can only hope they were wise enough to turn it off .,0
vulnerable,tz,The government has also integrated FGM issues into the reproductive health and HIV/AIDS programmes which empower vulnerable groups especially young women in protecting themselves against HIV/AIDS .,0
disabled,ie,Comments have been disabled on this article due to the number of flagged comments .,0
refugee,gb,"""There are three simple principles to becoming one of now more than 100 schools of sanctuary , both primary and secondary and those with and without pupils from refugee families : """" Learn about what it means to seek sanctuary ; take positive action to embed concepts of warm welcome and safety within the school ; and share the visions and the achievements of pupils and teachers , """" said McCarthy .""",0
homeless,us,"A 50.6 percent decline -- from 12,261 in 2010 to 6,063 in 2014 -- in the number of unsheltered homeless in the state .",0
vulnerable,in,""""""" I can no longer , in good conscience , use the services of a company that allowed the spread of propaganda and directly aimed it at those most vulnerable , """" he added .""",0
in-need,nz,Accountability is suggesting that the people so in need of our help and support could have done a little bit more to help themselves .,1
vulnerable,au,"SIMON FRAZER : Mr Brunton says the society , first known as the Society for Promoting Christian Knowledge and Benevolence , was founded in response to a vulnerable economy and a perception that many poor did n't deserve help .",0
immigrant,my,"According to a source , all the suspects were believed to be accepting bribes ranging from RM200 and RM5,000 to protect illegal immigrants .",0
in-need,nz,"Plans by the Government to return to bulk funding are likely to see increased class sizes and schools most in need missing out on much-needed resources , Labour 's Acting Education spokesperson Grant Robertson says . More&gt;&gt;",0
migrant,gh,According to His Excellency Faviini the Italian government is taking steps to repatriate illegal immigrants who arrived in Italy by sea including Ghanaians and is therefore holding discussion with the government of Ghana on the issue .,0
women,ie,"' Hannah ' , as we 'll call her , turned out to be a very buxom blonde woman in her mid-twenties who knew her way around a sportsman 's body better than he knew his own . It is a mystery , to me at least , why these women feel the need to act in this way .",0
vulnerable,ca,"As the use of surveillance and censorship software by repressive governments draws greater scrutiny , local digital rights groups have played a crucial role in connecting vulnerable groups with security researchers around the globe eager to help document and disrupt such attacks .",0
vulnerable,tz,""""""" The Impact of Climate Change in small communities is real and they are the most affected and the most vulnerable , """" she underlined .""",0
homeless,ph,"The KBW movement has made noise on social media , moving and inspiring many people to take part in the campaign against homelessness .",0
refugee,ph,"There are an estimated 3 million Afghan refugees living in Pakistan either officially or unofficially , most of whom left their country to escape conflict in the 1980s and 1990s .",0
vulnerable,ca,""""""" Those most likely to be criminalized are primarily vulnerable women facing various difficulties including poverty , homelessness and drug dependency , """" reads a December 2006 report from a parliamentary Subcommittee on Solicitation Laws . """" They also engage in the most dangerous type of prostitution , street prostitution . """" Adding to the confusion , police in cities such as Vancouver have decided to relax , if not abandon , enforcement efforts .""",0
migrant,gh,WASHINGTON -- A group of political action groups backed by the billionaire brothers Charles and David Koch are launching a seven-figure ad buy to revamp the push to provide a permanent solution for the undocumented immigrants benefitting from the Deferred Action for Childhood Arrivals ( DACA ) program .,1
refugee,au,"Its legality was challenged unsuccessfully in 2014 , when lawyers argued the government had no legal power to detain the refugees . This test case is the first time lawyers have argued that the government can not legally fund offshore detention .",0
in-need,ke,"An estimated 1.7 million people , or nearly 40 percent of the 4.6 million people living in these areas , are in need of humanitarian assistance and livelihood support .",0
disabled,gh,""""""" When I was born , this was a nightmare town for disabled children """" , he said to me then .""",1
poor-families,jm,""""""" The Government , in its drive to ensure the inclusion of vulnerable groups in the productive workforce ( is ) making provision for the participation of working-aged adults in the labour market , who are from poor families in receipt of welfare assistance , """" he said .""",0
migrant,gh,"BRIEF BACKGROUND INFORMATIONProblems regarding social class and immigrantsWhen it comes to reforms in the Swedish education system , certain factors could be mentioned as had accelerated the need to embark on these school reforms . These factors were also seen as had orchestrated the changes that occurred in the society as a whole in the last century . These were the same factors , which provided a means to embark on further developments in education .",0
poor-families,sg,"""Congress leader P Chidambaram on Thursday slammed the Union Budget , terming the promise of Rs 5 lakh for healthcare for poor families as """" a big jumla """" , and said there was """" tokenism """" on creating jobs and nothing to indicate rise in farmers income .""",0
homeless,ph,"""Some complaints about his management were oddly personal : An ex-employee at one of his hedge funds has said in civil court papers that Shkreli sent his wife and sons such messages as : """" I hope to see you and your four children homeless and will do whatever I can to assure this . """" The disclosure came in a suit -- against the ex-employee , whom Shkreli had accused of theft . It was eventually settled .""",0
women,us,"Larry Nassar , 54 , has already been sentenced to 60 years in prison on child pornography charges . He is accused of photographed some of the girls and women he abused and even is accused of photographed himself molesting them .",0
poor-families,sg,"Economic growth for Asia was 5.9 percent last year , down from 6.3 percent in 2014 and an average of nearly 8 percent over the previous decade . With less money in their pockets , poor families buy less food .",0
disabled,gh,"The couple made their first official public appearance together in September , attending the opening ceremony of the third Invictus Games -- created by Harry for disabled or wounded soldiers and veterans .",0
refugee,ph,"In September , a photo of the lifeless body of toddler Aylan Kurdi face-down on a Turkish beach changed the way Europeans viewed the refugees arriving at their borders . Hostility turned to a sense of humanitarian duty .",1
refugee,jm,"Staff of the Spanish non-governmental organisation Proactiva rescued 134 refugees and migrants , who were attempting to cross the Mediterranean Sea from Libya to Italy early on Tuesday .",0
hopeless,ca,"Sweden went another way . In 1999 , it passed a law to criminalize the buyers of sex , but not the sellers . Sex-trade workers were encouraged to report abusive clients to police , and given assistance to help them find other lines of work . ( Or , in the case of migrant women who 'd been trafficked , to return home . ) The law is not unlike Canada 's new law , which has been widely derided as unworkable , unconstitutional , dangerous to women and hopelessly reactionary . But then nobody ever accused the Harper government of being progressive .",0
poor-families,ke,"According to Zhang Haipeng , who works at the Bureau , the state covers a majority of the cost of medical care among the poor families .",0
homeless,ke,Hundreds of people have been left homeless in Mandera after River Daawa burst its banks . The hardest hit places are Takaba and Elwak subcounties .,0
in-need,hk,The data will be recorded in the Hong Kong Bone Marrow Donor Registry and potential matching donors will be approached when there is a patient in need .,0
refugee,my,"Amid monsoon rains , small-scale festivities were under way in refugee camps in Cox 's Bazar , where many have taken cover in schools that have closed for Eid .",0
