community,country,text,labels
vulnerable,us,"Lead can build up in the body and damage the nervous system and brain , kidneys and other major organs . There is no known safe level of lead , which can cause learning and behavior problems , seizures and death . Children are especially vulnerable because they absorb the toxin more easily , are still developing and often put their hands or objects that can be contaminated with lead in their mouths .",0
in-need,jm,"Delores , St Andrew - physically challenged and in need of a bed and a refrigerator .",0
poor-families,gb,"Suzy Drohan , manager of the Barton-based Oxfordshire Community Work Agency , said she was concerned about services for poor families .",0
poor-families,nz,"A taxpayer-funded grant that helps poor families pay for the burial of loved ones does not cover basic costs and should be increased , funeral directors say .",0
poor-families,gb,Coles have initiated a new price war with rivals Woolworths by slashing the price of its ready-made meals in an attempt to offer time-poor families a cheap and easy alternative to take away food .,0
immigrant,us,"""Dreamers are immigrants who were brought into the United States illegally as children . Under the program President Obama created , """" Dreamers """" have been allowed to stay legally .""",1
migrant,ca,"VANCOUVER -- A coalition of child and youth advocates says one in five children in British Columbia lives in poverty , but immigrant kids , off-reserve Indigenous kids and those from visible minority backgrounds are even worse off .",0
immigrant,gh,30 African immigrants killed in airstrike off Yemen western coast,0
immigrant,bd,"""Golden Dawn regularly organised """" assault militias """" in which dozens of members would swarm the streets , hitting any immigrant they saw with clubs , it said .""",0
immigrant,ke,"This anxiety spread across thousands of immigrants in France , and was closely watched by the European Union , which would have all but collapsed if anti-EU , anti-immigrant Le Pen won the election .",0
hopeless,ie,"After a disappointing Super Tuesday , Marco Rubio will likely drop out in Florida on March 15 as he is unlikely to win his home state . John Kasich and Ben Carson are by now hopeless outsiders .",0
homeless,ng,"""All these services were primed towards , in Mother Teresa 's own words , """" the hungry , the naked , the homeless , the crippled , the blind , the lepers , all those people who feel unwanted , unloved , uncared for throughout society , people that have become a burden to the society and are shunned by everyone . """"""",1
immigrant,gh,"The Limpopo River forms the border between South Africa and Zimbabwe and is a well known transit point for illegal immigrants moving between both countries but the news of it becoming a smuggling point for cars is a surprise development , our correspondent says .",0
migrant,bd,"""Lee Hyang moderates the anti-immigrant protest at Jeju City Hall in South Korea , Jun 30 , 2018 . The arrival of hundreds of Yemenis has created a wave of opposition , leading to what is considered South Korea 's first organised anti-asylum movement . The banner reads , """" Koreans First ! """" Jun Michael Park/The New York Times""",0
vulnerable,lk,""""""" The financial crisis at the CEB and CPC has now become a crisis in the financial sector . This is a grave situation . If this imbalance is not solved , the country is vulnerable of facing a financial crisis . The CPC and CEB runs today with the blessings of its employees , without whom the institute will be crippled . """"""",0
migrant,my,"""Making the human person the focal point of the issue """" obliges us to always prioritize personal safety over national security , """" he said , and stressed the importance of ensuring that migrants and asylum seekers be guaranteed both personal safety and access to basic services upon their arrival .""",0
in-need,pk,After being sleep deprived a child 's brain needs even more deep sleep - particularly for these specialised regions .,0
homeless,ph,MORE HUMANE SHELTER . The International Organization for Migration ( IOM ) set up more decent tents for displaced and homeless people in Bohol . Photo by Conrad Navidad/IOM,0
disabled,bd,"While presiding over the programme , Debate of Democracy Chairman Hasan Ahmed Chowdhury Kiron said , a separate budget with at least 4 to 5 percent of the total budget should be prepared for the disabled people .",0
vulnerable,ca,"Started in 1999 , the UBC Learning Exchange bridges the gap between the university and some of the city 's most vulnerable peoples .",0
vulnerable,in,""""""" I think the Flynn thing is where the president is very vulnerable personally , """" Pelosi told The Associated Press in an interview in her office . """" If the president , in fact , asked Comey to let up on ... Flynn -- you do n't do that . """"""",0
migrant,za,"As Media Review Network , we are convinced beyond any doubt that these claims made by Israel 's Security Agency , form part of a deliberate misinformation campaign . They are designed to mislead public opinion and distract attention from the enormity of crimes against Palestinians , the reprehensible forced expulsions of African migrants and the ongoing scandals surrounding the Netanyahu government .",0
homeless,lk,"He conveniently forgets the missed out Sinhalese population from the north who were not resettled by the then government or the current government for whatever the reason , political or otherwise . Those evicted Sinhalese people in thousands are still homeless and landless in the country scattered across the island living with relatives etc . At that discussion point Hilmy is not Sri Lankan but only Muslim .",0
disabled,my,"Though all that does n't matter to Fakrul as ultimately , the Bangi Industry and Recovery Training Center ( PLPP ) graduate wishes to prove to the public that even disabled people like himself is capable of achieving success so long as they are confident and committed in life .",0
women,gh,"Many women are unable to afford even the cost of transportation to reach health facilities . Others face barriers because they are illiterate or do not speak English , the official language .",0
migrant,gh,"Through this partnership Small World would make it convenient for immigrants in over 200 countries including North America- USA/CANADA , Europe , Nordic Zone , Africa and other Asian countries to send money transfer directly into mobile money and bank accounts through Zeepay 's digital switch .",0
homeless,my,"Protesters will embrace the thrillingly novel experience of being homeless in KL with homemade sandwiches . And once the rally is over , organisers will claim that seven billion people attended it and that 's why Najib must step down .",0
in-need,ph,"More than 2.4 million people in Libya are in need of humanitarian assistance , the UN said on Friday . <h> Related stories : <h> More from this Category :",0
in-need,pk,Moreover donations for dams may increase if Imran Khan as the Prime Minister of Pakistan declares them a flagship project of his government and urges people especially overseas Pakistanis for contributions who have always generously contributed for such causes whenever Pakistan was in need .,0
migrant,sg,CHICAGO : A 10-year-old undocumented immigrant with cerebral palsy detained by US border patrol agents after undergoing surgery at a Texas hospital has been released .,0
poor-families,sg,"The first phase of the LASED project , which ran from 2008-2015 , established eight SLCs -- land concessions intended to be distributed to poor families with few assets .",0
poor-families,ca,"As they grow and mature , many young people assume active roles in shaping their lives and contributing to their societies . Many poor families obtain financial services and economic opportunities to provide for their children . Advocacy at local , national and global levels can influence legal and institutional reforms to create a just and level playing field for children and their families . And finally , World Vision monitors children 's well-being together with community partners as a barometer for the health of the community .",0
refugee,tz,This in turn spares the exodus of refugees that would otherwise be caused by national conflicts and instability .,0
migrant,nz,It has taken a long time but you are right - the NZ voter now realises high rates of immigration hurts the average Kiwi and it does n't matter where the immigrants are from . Pity the self-interested ( businesses wanting docile workers and property investors ) still have the ear of our politicians .,0
women,ke,The accused 's son was furious that his mother had entered his house and interfered with his love relationship with the deceased leading to fight between the two women .,0
migrant,gb,"The son of working-class Italian immigrants , Louis Silvie Zamperini was born in Olean , New York , on January 26 1917 . When the child was two , his father moved the family to Torrance , California , finding employment as a railway electrician . Known at home as Toots , Louis spent a delinquent boyhood brawling , thieving , running rackets , selling stolen scrap metal , and assaulting police officers . By the time he enrolled at Torrance High School he was a serial troublemaker .",0
vulnerable,au,"No recession ... yet , but we 're not invulnerable <h> Bianca Hartge-Hazelman",0
immigrant,sg,""""""" Pregnant women , children and refugees will remain in Italy , """" said the minister who has promised to speed up deportations of illegal immigrants .""",0
vulnerable,hk,Chinese computer users may be more vulnerable to the attack as many commonly use unlicensed ( i.e. pirated ) or outdated versions of Windows OS and thus do not receive security updates .,0
disabled,bd,"Another participant Nurul Afsar , who runs a school in Rangamati for physically disabled children , said , ? We , the indigenous and Bangalee people , want to coexist peacefully . The administration should identify the troublemakers and ensure punishment to them. ?",0
disabled,my,"So far , 420 people who work in catechesis have signed up , coming from professions and countries all over the world . Archbishop Fisichella , Baroness Sheila Hollins of the Pontifical Commission for the Protection of Minors , and representatives from dioceses around the world will present methods for the catechesis of disabled people . Participants will also have an audience with Pope Francis on day two of the event , demonstrating the Pope 's keen interest in the topic .",0
vulnerable,jm,"The paper demonstrates why stakeholder consultations with a variety of informed actors from businesses , civil society , labour organisations , academia , and others including those who can provide a voice for the most vulnerable , matter . It describes the various mechanisms and processes that countries such as Korea , Japan , the US and others have introduced to ensure that stakeholders ' interests have helped create or balance the broader objectives of trade negotiators .",1
immigrant,in,"""The leave campaign had positioned the debate as one about """" taking back control """" . Their narrative was framed as one about reinvigorating Britain 's destiny as a sovereign power capable of determining its own choices . It is a worldview that prefers to see Brexit as an opportunity to break free from the shackles of a centralising and bureaucratic EU . Some of the more erudite leavers articulated a vision of Britain competent enough to strike its own trade deals with emerging economies and controlling its immigration agenda to pick highly-skilled immigrants over low-skilled ones .""",0
disabled,gb,"""Outside the national benefits system , disabled people report that cuts to council and NHS budgets have had a huge impact on their lives . Jemma Brown has had direct experience of this . She is both blind and has mental health problems . She has been assessed and it has been agreed that she needs care but her local council will only pay a small proportion , indicating she will need to pay the rest . Brown says she ca n't because they have n't taken her debt into consideration . She says : """" I was awarded seven pounds a week for care - putting me in a position where I ca n't afford the basic care I need to live a normal life . """"""",0
disabled,us,"Some people have sued after finding a mirror or soap dispenser an eighth of an inch above the required height for use by someone in a wheelchair , said Catherine Corfee , a Carmichael attorney . Local lawsuits complained of faded paint in disabled parking spots and square handrails instead of round . Cervantes ' lawyer did not change the gender of his clients in some lawsuits that have nearly identical language ; in one , he apparently forgot to insert Cervantes ' name to replace that of his client in the Barnwood case .",0
disabled,lk,"Under the military law , disabled officers are entitled to a service pension upon completing ten years of service and other ranks are entitled for pension upon completing 12 years of service .",0
poor-families,au,"Indian children from poor families never get a chance to use a computer . Nor do they get a chance to speak English . For the most part , their English teachers themselves struggle to speak it well because they too were badly taught .",1
refugee,ie,"Based in Brussels , MSF Analysis intends to stimulate reflection and debate on humanitarian topics organised around the themes of migration , refugees , aid access , health policy and the environment in which aid operates .",0
immigrant,au,"October 3 , 2015 will mark the 50th anniversary of the Immigration and Nationality Act of 1965 ; yet rights of immigrant students and their families are still in question . Undocumented immigrants who are long-time residents of the United States and have US-born children are among those to whom President Barack Obama reportedly is considering offering a temporary reprieve from deportation .",0
migrant,ph,"""The government is now eyeing to entice Filipino migrants to invest in the agriculture sector through a program that seeks to offer """" minimal """" investment risks .""",0
immigrant,in,"Born to a Muslim immigrant family , Nargis made her first screen appearance at the tender age of 4 , in the movie ' Talash-e-Haq ' in 1935 . She later went on to give several memorable performances in cinematic masterpieces such as ' Awara ' , ' Shree 420 ' , ' Barsaat ' and perhaps most memorably the Academy Award nominated film ' Mother India ' . India 's award for best film on national integration in the annual National Film Awards is named the ' Nargis Dutt Award ' in her honour .",0
homeless,nz,"Park Up For Homes was started by a group of Mangere residents who were deeply concerned about the homeless in their neighbourhood who were appearing in high numbers , and the increasing incidences of families forced to sleep in garages , tents and often their cars . Homelessness among children is an issue that resonated strongly with CPAG , who got on board to support the cause .",0
refugee,gb,The U.S. House of Representatives on Thursday passed by a strong margin a bill that would restrict the influx of such refugees until stricter security standards could be put in place .,0
immigrant,nz,Democrats and some Republicans are also demanding a plan to protect immigrants who arrived illegally in the U.S. as children .,0
vulnerable,hk,But IMF Managing Director Christine Lagarde said the expansion was vulnerable . Stock prices are unusually high but have been battered recently over growing concerns about US President Donald Trump 's aggressive America First trade policies . The turbulence comes as the Federal Reserve ratchets up U.S. interest rates from the record low levels where they had been in the decade after the financial crisis .,0
vulnerable,us,"While federal contracting is a boon to the state 's economy , it is also vulnerable to budget fights in Congress .",0
disabled,my,"The cost of nursing home or other home-based care tends not to be covered by Medicare , the US government insurance program for the elderly and disabled , and can be extremely expensive out of pocket .",0
in-need,my,"Najib said that for Malaysia to remain competitive , it needed infrastructure and investment in human capital . -- Bernama picKUALA LUMPUR , March 9 -- Malaysia 's economy is now in need of a structural change and therefore national policies should not be reactive but proactive , said Datuk Seri Najib Tun Razak .",0
refugee,sg,The new order removes the extra restrictions on Syrian refugees . It is unclear how long the temporary ban would last .,0
migrant,gh,"""US President Obama plans to stop the deportation of almost five million illegal immigrants in USA . For his solo-in Congress lacking the necessary majority , he receives sharp criticism from the Republicans . The President shows strength """" Our immigration system is broken and everyone knows that , """" President Barack Obama said early in his televised speech on immigration policy . And so goes Obama lost despite congressional elections when it comes to immigration in the offensive .""",0
immigrant,pk,"""Yet , it is worrying that the National Front , which primarily conducts election campaigns on anti-immigrant and anti-EU rhetoric , succeeded in garnering one-third of the vote . The most common refrain in the election coverage has been that of a France """" divided """" between the supporters of a narrow vision of a great country 's future and those who believe that France can remain in the group of leading nations through a continued adherence to cultural diversity , economic openness and European integration as embodied by the EU .""",0
refugee,ie,"Syrian families waiting to register at the UN High Commissioner for Refugees headquarters in Beirut , Lebanon . Mr Trump 's order puts an indefinite hold on a programme resettling Syrian refugees . Photograph : Hassan Ammar/AP",0
disabled,ph,"Andanar said this year 's ASEAN priorities are ensuring health and protection of people especially women , disabled and migrant workers ; peace and stability ; maritime security and cooperation ; promotion of micro small and medium enterprises ; disaster resiliency ; and stronger and united ASEAN.",0
homeless,ie,Maybe some day it 'll be an Irish player taking the knee . To protest in favour of repealing the eighth amendment or against the barbaric system of direct provision or to raise awareness of the parlous situation of the Travelling community in the country or of our homeless problem . I wonder how we 'd react if that happened . Maybe we 'd still say sport and politics should n't mix . <h> Your Comments,0
homeless,bd,"Shakil 's realisation came just after the Union Parishad polls . The Santhals , who are now homeless and living under the open sky , claim that they had voted for him in that election .",0
vulnerable,ng,"""The letter reads in part : """" SERAP is concerned that years of systemic corruption within the NNPC and looting of Nigeria 's natural resources have had uneven consequences against the vulnerable groups of the society , including the poor , women and children , perpetrating and institutionalizing discrimination , and jeopardizing the needs and well-being of future generations . If left unaddressed , the allegations by Dr Kachikwu have the potential of undermining your government 's expressed commitment to returning Nigeria to the path of transparency and accountability .""",0
women,nz,"McAlister was also nominated for coach of the year , but lost out to Western Magpies premier women 's coach , Tua Raroa .",0
refugee,us,""""""" Ms. al-Obeidy has been recognized as a refugee by UNHCR . UNHCR was present at the hotel where Ms. al-Obeidy was staying in Qatar , ready to accompany her to the airport to travel to an emergency transit center in Romania . She was prevented from leaving for this flight in the early hours of Thursday morning , """" UNHCR said .""",0
immigrant,ph,"""But even in this , he observes , the Philippines seems to be failing its people . """" There are millions of immigrants seeing a better life abroad not because they do not love their country but because their country has no jobs to offer and they must go far away to look for employment . """"""",0
refugee,au,"""Wilkinson pressed the prime minister on whether refugees who took up the US resettlement deal could be """" safe and secure in the knowledge """" they would not find themselves in a """" bureaucratic mess midway between Australia and the US """" once the President-elect took office .""",0
hopeless,hk,"This has changed the terms of the debate for the worse , and has led to hopelessly wishful thinking :",0
migrant,hk,"In an unmarked office in a teeming Istanbul immigrant neighborhood , Hawez Zaman moves money the same way his predecessors did in the Middle Ages . Zaman uses an off-the-books transfer system critical to today 's spiraling ...",0
hopeless,za,"""These would include her failure to provide financial statements for this multibillion-rand state-owned airline for the 2014-15 financial year , now delayed for the third time . A rudimentary financial adviser might also have enlightened her that her comment that the airline can stay airborne without a state guarantee is both fatuous and simply wrong . In fact , without state support , it would be hopelessly insolvent and her off-hand remark that """" the aircraft are always full """" raises the question , or many of them , as to how this even tackles its enormous overheads , cash-flow constraints and myriad other issues far busier and less top-heavy airlines than SAA struggle with .""",0
poor-families,ca,"A new law in India passed this year makes education free and compulsory for children . The law may help young girls like Mya Harwal , 10 , who lives in a New Delhi slum . Many poor families have preferred to invest in education for boys , since they are more likely to provide for their parents later in life .",0
hopeless,ca,"""The obituary published in the Sandusky Register says Paul Stark died Wednesday at a hospice facility after a brief illness """" exacerbated by the hopeless condition of the Cleveland Browns . """"""",0
in-need,au,"""It found the hospital was """" an unsatisfactory facility that is badly in need of refurbishing """" and was """" not conducive to establishing a different and safe contemporary model of care """" .""",0
vulnerable,lk,"""h . Through concerted action to provide """" safe """" water to vulnerable populations and by several other means , PHEPRO foundation can totally eradicate the CKDmfo within 12 years .""",0
immigrant,ke,"His campaigns sparked controversy after he vowed to deport millions of undocumented immigrants , force the Mexican government to pay for a giant border , and renegotiating the North American Free Trade Agreement ( NAFTA ) .",0
women,ng,"She has changed the face of the theatre industry with her very successful musical stage presentations , Saro and Wakaa . Both got international recognition and accolades in 2015 and now , she is making a debut at TIFF with 93 Days , a true-life story that centres on the men and women who fought to save lives and prevent what would have been a national catastrophe , the Ebola virus .",0
immigrant,hk,"But there is also strong anti-immigrant sentiment , and the immigration system is a dysfunctional mess .",0
disabled,ie,Comments have been disabled as the case has appeared before the courts .,0
poor-families,sg,"As part of Intercontinental Grand Stanford Hong Kong 's 35th Anniversary celebration , the hotel hosted Hong Kong 's first hygiene kit build event last Sunday , December 4 , where staff and their families helped assembled 3,500 hygiene kits and raised over HK$26,500.These kits will be distributed to the poor families in Hong Kong by H.K.S.K.H. Lady Maclehose Centre in Kwai Chung .",0
vulnerable,ng,""""""" The vaccination campaign is to ensure that children that are vulnerable to the disease are aware and get vaccinated in those states , """" he said .""",0
poor-families,ie,""""""" Thankfully , people down here really seemed to heed the warnings and the streets were deserted . You only needed to think of the roof being blown off that school Douglas Community School in Cork City or the roof of the stand collapsing at Turner 's Cross Cork City 's home ground to get a sense of how destructive Ophelia was . I think it 's a miracle that only three people died - but that 's no consolation to their poor families and friends . """"""",0
in-need,ie,"Freeman 's aim is to open a Pieta House service in Queens ' New York Irish Center within 6-8 months which will provide mental health counseling for the Irish in need within the greater New York City area . They have also been in contact with Irish centers in Boston , Chicago and D.C. about expansion .",0
vulnerable,hk,Being part of a wider movement on protecting the human rights of vulnerable people and advocating for more effective responses from governments and other regulatory agencies,0
women,pk,"Samina demanded of the UNIDO to initiate more efforts to enable women develop a positive attitude towards entrepreneurship , business and self .",0
vulnerable,au,""""""" The club supports the twin objectives of reducing the level of gambling in the territory and assisting the most vulnerable problem gamblers - the two objectives go hand in hand . However , context is everything , and there is no point in introducing reforms if the result is the further closure of clubs . """"""",0
disabled,bd,A mentally disabled woman has been allegedly raped in a standing bus by its driver in Bhuapur upazila of Tangail .,0
women,us,"""In the wake of the sexual-assault allegations against Supreme Court nominee Brett Kavanaugh , reporters began to more closely examine his time at Yale . As an undergraduate , he was a member of Delta Kappa Epsilon , a well-known """" party frat """" that rose to national infamy in 2011 after videos circulated of recruits chanting , """" No means yes , yes means anal . """" After graduation , he went on to clerk for the now-disgraced Judge Alex Kozinski , who retired last yearafter more than 15 women accused him of subjecting them to unwanted , inappropriate sexual behavior for years . ( Kavanaugh claims he had no knowledge of Kozinski 's alleged misconduct , but skeptics find that unlikely . )""",0
vulnerable,ie,"She was only 26 at the time and looks like a trapped , wounded animal backed into a corner and staring straight down the barrel of a gun . The raw anguish she exudes in that picture emotes the harsh realities of heroin addiction as this truly vulnerable and broken soul cries out for help behind tear-filled eyes .",1
migrant,gb,""""""" Long-term detention is massively wasteful of migrants ' lives and taxpayers ' money , as in 2016 only 29 per cent of migrants leaving detention after a year were actually deported . """"""",0
immigrant,gb,"But Roger Morgan points out that many of Herefordshire 's agricultural workers come from Eastern Europe , and there 's a long tradition of immigrants to the area from Portugal and a sizeable gypsy and traveller community . The bid team is looking for ways to involve them .",0
women,tz,"KWIECO boasts to have completed construction of a centre for victims of gender violence at Shanty Town , where victims call , stay temporarily when are counseled , getting medical attention and undergo capacity building and empowerment on how to start new life . 75 women got such services at the centre that has 10 beds but with a capacity to accommodate 18 .",1
homeless,za,"French carmaker Renault said fraud investigators had inspected three of its in an emissions probe , news that wiped billions off its market value in an echo of the scandal engulfing German rival Volkswagen . <h> More than a month after a fire killed two people and left 4000 homeless in Masiphumelele , near Fish Hoek , about 200 people are still living in the informal settlement 's community hall . <h> Save &amp; Share",0
women,ca,Farooqui said women 's groups were demanding fast-track courts to deal with rape and other crimes against women .,0
immigrant,bd,"Trump seeks $25 billion for border wall , offers ' Dreamer ' citizenship <h> President Donald Trump on Wednesday previewed his outline for an immigration bill that he will promote next week , saying he wants $25 billion ( 17.6 billion pounds ) to build a border wall and is open to granting citizenship to illegal immigrants who were brought to the United States as children .",1
poor-families,gb,"The school is doing fine . It has the total number of 19 teaching staff , 2 administrative staff , 1 librarian and 2 supportive staff . The total number of student is 392 , out of these 97 are from SOS Children 's Village , and 100 are from the scholarship programme and the rest from the community around . The scholarship programme was introduced to rescue children from our target i.e. children from poor families , those at risk of losing parental care and those who have lost their parents . The organization provides them with all school materials including uniforms and exercise books .",1
homeless,ke,"The clashes left one dead , 26 nursing injuries and tens of families homeless after their houses were reduced to ashes .",0
in-need,my,""""""" Many traders from the Klang 's Little India enclave are in need of foreign labour to sustain their businesses in the long run .""",0
homeless,gb,"Over the last year , they have helped provide various types of support to numerous struggling individuals and families by matching those wanting to give help to those who need it , from painting and decorating family homes in poor condition , organising days out for underprivileged children and helping the homeless .",1
women,us,"As the civil rights movement died down , and with it the women 's movement and the nation 's greatest liberal age , the 1970s yielded to the Age of Reagan -- and the dawn of political correctness .",0
in-need,gh,"""As a child , I have always been told to give to those who are in need . I have been raised up to believe that if I do n't give to the needy , I will find my way to hell . Due to these teachings that has been imbued in me , I have been generally been sympathetic to the needy . After all it is said in the Holy Scriptures that """" there is blessing in giving than receiving """" . Growing up , I have however disabused my mind of this notion . I am just tired of seeing a familiar face beg on the street for far too long , I am tired of giving money to a beggar who asks me for money today and yet shamefully ask me for help again when he or she meets me on the next day .""",1
women,nz,"However , his lawyer told the jury that it was the women involved who actually attacked the defendant .",0
vulnerable,jm,"Police in St Mary raised over $100,000 and provided meals for some of the parish 's most vulnerable people , thanks to a pioneering double-headed culinary initiative launched last month .",0
disabled,ca,"Those who created index funds with hedges against foreign currency swings were certainly well-meaning . But they remind me of the scientists in the short story , Flowers For Algernon . The story is about a mentally disabled man named Charlie who undergoes an operation to increase his intelligence . The operation will , in theory , benefit him . But , in practice , it tragically does n't . <h> Top funds <h> Market View",0
immigrant,lk,"As of 2010 , the European Union was home to about 13 million Muslim immigrants . Total Muslims in Europe is said to number 52million .",0
homeless,gh,"As a result , millions of Syrians as well as peoples of other countries in the region have been made both homeless and hopeless .",1
hopeless,hk,"However , in its premeditation , hopelessly naive execution , bungled cover-up and shame-faced apologies , this Australian team has not merely invited scorn and ridicule.",0
migrant,ca,"""La Meute , French for """" The Wolf Pack , """" another anti-immigrant , anti-Islam group , was also on hand at the border town Saturday .""",0
refugee,tz,HIV prevention and care programmes can become more responsive to the needs of migrants and refugees by listening to their concerns and prioritizing their needs .,0
vulnerable,tz,"Traditionally , most vulnerable Tanzanians tend to rely on their families and on informal networks as a mechanism for coping with shocks and insecurity .",0
immigrant,ie,"The last months have seen growing public reservations across Germany towards immigrants , whether refugees or asylum seekers , particularly after a Tunisian man crashed a truck into a Berlin Christmas market last month , killing 12 .",0
hopeless,my,"""True to his form , Mahathir is such an excellent schemer that just by taking a few moves , he is able to keep under his wing Pakatan Harapan which others have been striving for decades to build up . All Pakatan """" good-for-nothing """" old birds are hopeless and are no match to Mahathir .""",0
migrant,ke,"The Republican Party has for years used coded language to stoke racial fear and hatred in an attempt to attract votes from America 's poorer whites who have well documented fear , anger and resentment toward other recent immigrants , who have been mostly Latino and Asian .",0
vulnerable,ca,""""""" We know that there is a captive audience of very vulnerable seniors , and in many homes they are not getting the care they need , """" said Gelinas , who called bedsores """" nursing care 101 . """"""",0
hopeless,in,"""In more """" normal """" times the oil market might have analysed the implications of a highly conditional """" output freeze """" agreement between a handful of producers amid a persistent supply glut , before reacting . But these are not normal times . The deal -- that actually was n't -- ended up whiplashing the already panicky market and leaving it hopelessly hopeful .""",0
disabled,jm,"These guides inform JUTC travellers about routes , tickets and bus schedules as well as provide special assistance to disabled persons , who use the facilities . A customer service information desk was also installed at the Half-Way-Tree Transport Centre .",0
hopeless,gh,"""Moreover , any attempt by the Government to sanction """" Onipa Nua """" will only bring about bad consequence for the party , it will breed discouragement and hopelessness among party members , it will actually drive away party members and also deter any floating voter or opposition party member from joining NPP , because which soldier will ever want to go for war under a Captain who care less about his soldiers ' welfare first ?""",0
vulnerable,ph,"""The Philippines has been ranked as the fourth most vulnerable country in the world . We are exposed to the perils of extreme weather , rising sea levels and all the other calamities associated with being both in the Pacific """" ring of fire """" and the typhoon belt .""",0
poor-families,in,"Patna , Mar 29 ( PTI ) Bihar Chief Minister Nitish Kumar today underscored his governments commitment to strictly enforce implementation of the Right To Education ( RTE ) Act in state particularly in terms of admission of the wards of poor families in 25 per cent seats in public schools .",0
refugee,au,"Labor resolved at its July national conference to double Australia 's refugee intake to 27,000 by 2025 .",0
hopeless,my,"Let 's face it : our nation is corrupt , utterly , hopelessly corrupt . The culture of corruption , impunity and greed is so pervasive that it touches almost every aspect of life in our nation .",0
vulnerable,bd,"' ' While all communities have suffered from violence and abuse , protracted statelessness and profound discrimination have made the Muslim community particularly vulnerable to human rights violations , ' ' the final report of the Commission said .",0
immigrant,gb,"""It was Jacobson 's obituary of Hughes in the Independent in 2012 which alerted the programme makers at the production company Mint Pictures - one of whom , Dan Goldberg , became the series producer . Himself an immigrant to Sydney from his native Glasgow , Goldberg doubles as the JC 's Australian correspondent . He was """" amazed """" at Jacobson 's take on Australia . """" It is always revealing when an outsider looking in says something about your country . It was very complimentary about Australia and in particular about these four figures . We were taken aback and thought it was worth pursuing . I made contact with Howard , I think through the JC , and asked him whether he would be interested in making a programme about these four people . As he joked at the premiere in Sheffield , he said yes but thought nothing would happen . """"""",0
vulnerable,bd,"Apart from the city development authority Rajuk -- one of whose functions is to approve building plans -- which is a wing of the Public Works Ministry , other government bodies such as the city corporation and the Fire Service and Civil Defence also have their own estimates on the number of vulnerable buildings .",0
vulnerable,my,"The ADB report pointed out that Cambodian women in vulnerable employment , compared to paid employees , are less likely to have decent working conditions including adequate remuneration , social security or voice through representation in trade unions and other organizations .",0
homeless,in,"PAZARBHANGA , India India 's annual monsoon has claimed 109 lives since rains started in June and left at least 400,000 people homeless in Assam , in a tragedy experts say was made worse by corruption and poor management of the Brahmaputra River .",0
women,hk,"Twenty-one people - 17 men and four women with an average age of 28 - with uncertain causes of death or inherited cardiomyopathy were selected for molecular autopsies while first- degree relatives were referred for assessments and genetic screening . The research revealed that nearly 30 percent of the 21 victims carried SADS-related genetic variants . About 25 percent died in their sleep , and three had a family history of sudden deaths .",0
in-need,us,""""""" As Briggs &amp; Stratton celebrates its 110th anniversary year , what better way to reaffirm our commitment to the Milwaukee community than by providing $1 million to kids in need of pediatric care , """" said Rick Carpenter , vice president corporate marketing . """" We are lucky to have one of the nation 's top pediatric hospitals right here within our community and Briggs &amp; Stratton firmly stands behind its commitment to extend its support into the future . """"""",1
poor-families,gb,"For years thousands of children from Pakistan and Bangladesh , some as young as three , were sold by poor families to human traffickers , who passed them on to camel racers in the UAE and Saudi Arabia , where the sport is very popular . The owners preferred young children as jockeys because they believed their screams made the camels run faster .",0
disabled,gb,"What is replacing the bendy bus is a poor alternative for many disabled people , and the new Routemaster is dreadful , not having room for some people 's powerchairs at all .",0
vulnerable,lk,"Parties to the Protocol enjoy a wide spectrum of benefits extending from the maintenance of national security , to increasing fiscal revenues and most importantly protecting the health of the population , particularly the vulnerable groups .",0
homeless,my,"This collaboration between Institut Onn Ja'afar ( IOJ ) with Yayasan Chow Kit ( YCK ) invites all Malaysians to give breakfast to the homeless by starting their soup kitchen as early as 7am . They operate once every two weeks , on the first and third Wednesdays of each month outside KL Krash Pad at 346 , Jalan Tuanku Abdul Rahman .",1
poor-families,ke,"The data examines recent Demographic and Health Surveys from 24 countries in Africa , and suggests that perhaps poor families headed by women gain relatively high economic returns to the new opportunities unleashed by growth , simply because they are starting from a low base and so have more catching up to do .",0
vulnerable,in,"Of all the land-based vegetation , crop lands cover about 50% of the total geographical area , and are therefore the most dominant in India . Geographically , Uttar Pradesh ( UP ) , Madhya Pradesh ( MP ) , Rajasthan , Gujarat , and parts of Maharashtra , Andhra Pradesh ( AP ) and Odisha are most vulnerable to drought .",0
homeless,au,"A review was initiated by ICMM in December last year , one month after the Samarco tailings dam failure that killed 19 people and left hundreds homeless in Brazil .",0
poor-families,my,"""A Catholic mother convinced her family to have a different Christmas . They saved money for a month and decided not to have gifts in order to help two poor families , one Catholic and one Buddhist . """" What I want is for my children to learn the true meaning of Christmas , """" she said .""",1
immigrant,sg,"Although each of these incidents has its unique backdrop and perpetrator , taken together they encapsulate the major disturbing trends that have spread global fear and loathing this year - shocking strikes fanned either directly or indirectly by the Islamic State in Iraq and Syria ( ISIS ) , unimpeded atrocities in the war zones of Syria and Iraq , and reactionary right-wing populism and anti-immigrant politics in the West .",0
immigrant,ke,Interior CS Fred Matiangi has warned that the government will not relent in its fight against weeding out illegal immigrants or foreigners working in Kenya without regularised work permits .,0
